scenario,controller,seed,headway_cv,travel_s,wait_s,wait_direct
Stage A (D+T),FH,25,0.18924258380944678,5070.666666666667,151.89064213892186,153.60683760683762
Stage A (D+T),FH,26,0.22777443281015106,5128.833333333333,158.58173249306088,163.0363247863248
Stage A (D+T),FH,27,0.21318277768685323,5147.25,159.0807392905635,162.87179487179486
Stage A (D+T),FH,28,0.22011478957846514,5153.833333333333,157.71060563718086,158.4465811965812
Stage A (D+T),FH,29,0.27148348788239024,5161.75,164.99893348295663,164.82905982905982
Stage A (D+T),EH,0,0.3010089975134788,5165.5,166.87000120763753,166.758547008547
Stage A (D+T),EH,1,0.2538154296899508,5072.416666666667,163.1567980740403,163.37820512820514
Stage A (D+T),EH,2,0.32329962242691906,5069.666666666667,169.39134096473342,180.32264957264957
Stage A (D+T),EH,3,0.2513459797258761,5123.25,160.5111887663314,171.73076923076923
Stage A (D+T),EH,4,0.25725550418548077,5053.416666666667,165.2009141771974,162.8760683760684
Stage A (D+T),EH,5,0.24969130471742,5011.416666666667,162.9674093815651,154.42094017094018
Stage A (D+T),EH,6,0.2643995053308261,5062.416666666667,162.01615535943822,162.17094017094018
Stage A (D+T),EH,7,0.36154715022187306,5121.75,170.82898521659476,175.75
Stage A (D+T),EH,8,0.2702191470008579,5075.833333333333,163.72343393784135,156.10470085470087
Stage A (D+T),EH,10,0.240563036404353,5026.25,157.73534412968255,159.19230769230768
Stage A (D+T),EH,9,0.3022481491413646,5092.833333333333,156.37693275954163,157.27564102564102
Stage A (D+T),EH,11,0.33275113796805705,5083.75,171.48817804506191,177.92948717948718
Stage A (D+T),EH,12,0.21325225304733275,5045.75,158.5395035848928,156.16239316239316
Stage A (D+T),EH,14,0.21521682771672185,5043.166666666667,154.972628136877,156.27350427350427
Stage A (D+T),EH,13,0.2381824644078273,5106.833333333333,161.00083651627492,164.94871794871796
Stage A (D+T),EH,15,0.28997254384093,5139.583333333333,159.9711170804696,159.31410256410257
Stage A (D+T),EH,16,0.2589511055588654,5059.583333333333,165.13209065901796,159.53205128205127
Stage A (D+T),EH,17,0.24463164637501322,5168.583333333333,160.83548400052683,160.25641025641025
Stage A (D+T),EH,18,0.18009005743920867,5057.666666666667,149.4516802022156,151.48931623931625
Stage A (D+T),EH,19,0.25690927487021054,5097.166666666667,162.98854229869545,170.3482905982906
Stage A (D+T),EH,20,0.2783938802902336,5067.25,161.1685324354811,163.34615384615384
