scenario,controller,seed,headway_cv,travel_s,wait_s,wait_direct
Stage B (D+T+S+W+B),NC,3,0.9291311766965453,4524.941176470588,636.3479823511097,626.3650793650794
Stage B (D+T+S+W+B),NC,8,0.8038265756592845,4705.235294117647,480.1990344618071,520.467277486911
Stage B (D+T+S+W+B),NC,1,1.04064935818547,5168.058823529412,617.385710778694,652.9892904953145
Stage B (D+T+S+W+B),NC,5,0.8665048886444942,5430.64705882353,604.2911269280528,638.5979557069846
Stage B (D+T+S+W+B),NC,6,0.8874118682488329,5135.588235294118,555.2234795581287,588.2768878718535
Stage B (D+T+S+W+B),NC,2,0.7566523320568785,5582.176470588235,451.8332926723958,501.58128078817737
Stage B (D+T+S+W+B),NC,7,1.0881278504772174,5159.294117647059,567.9613159877357,562.835685483871
Stage B (D+T+S+W+B),NC,4,0.8475138906109377,5813.941176470588,539.0611028412279,539.2701525054466
Stage B (D+T+S+W+B),NC,9,1.1593967007854566,5784.235294117647,760.2044187292222,863.6311881188119
Stage B (D+T+S+W+B),NC,0,0.871314293288047,6451.176470588235,579.6207973926964,1045.8222979552093
Stage B (D+T+S+W+B),NC,10,0.8854276840986686,5138.294117647059,595.3657886718732,593.7001862197393
Stage B (D+T+S+W+B),NC,15,0.8474437250731219,4835.058823529412,478.45170551559835,494.7291196388262
Stage B (D+T+S+W+B),NC,14,0.9686366365692629,4983.470588235294,534.1547546774368,596.7823275862069
Stage B (D+T+S+W+B),NC,12,1.0370322427555205,5450.0,603.6449314822424,595.1756756756756
Stage B (D+T+S+W+B),NC,17,1.0551731270581959,5155.588235294118,638.8950262553022,640.4307400379506
Stage B (D+T+S+W+B),NC,11,0.9956376872017109,5441.294117647059,565.969557182738,608.307476635514
Stage B (D+T+S+W+B),NC,13,0.9794049671754494,5400.058823529412,632.3317121934239,655.7243697478991
Stage B (D+T+S+W+B),NC,16,0.6943803060486438,5267.0,491.7899021149004,497.37077702702703
Stage B (D+T+S+W+B),NC,18,0.8898667769977333,5218.058823529412,601.4211320096997,663.1224662162163
Stage B (D+T+S+W+B),NC,19,0.8306844996338116,5565.176470588235,516.2090510228492,504.0919651500484
Stage B (D+T+S+W+B),NC,21,0.8686489103874317,4656.294117647059,582.9534263749804,589.1652542372881
Stage B (D+T+S+W+B),NC,20,1.0400295119739698,5853.588235294118,716.8468768185013,786.3573059360731
Stage B (D+T+S+W+B),NC,22,1.0150163992108832,5382.411764705882,625.0463078535903,612.1385902031063
Stage B (D+T+S+W+B),NC,23,0.9366539452300736,5574.764705882353,531.4517892507184,548.075691411936
Stage B (D+T+S+W+B),NC,25,0.998892919663862,5171.941176470588,611.444818256833,613.5472440944882
Stage B (D+T+S+W+B),NC,27,0.7735092881776162,5061.176470588235,425.31164022678416,594.1358543417367
Stage B (D+T+S+W+B),NC,26,1.0356158784833713,5711.058823529412,623.8821718591561,627.5019685039371
Stage B (D+T+S+W+B),NC,24,0.814073206431222,5360.058823529412,460.84598834125006,482.94508009153316
Stage B (D+T+S+W+B),NC,28,1.0562000625834105,5646.235294117647,638.9497361322517,704.0948795180723
Stage B (D+T+S+W+B),NC,29,0.909893986936228,5386.588235294118,501.45093093905734,544.9581818181819
Stage B (D+T+S+W+B),FH,3,0.876395629361788,4654.705882352941,606.0566815493332,608.9559082892416
Stage B (D+T+S+W+B),FH,1,0.9667235936125567,5327.411764705882,588.6507876019865,607.7636849132176
Stage B (D+T+S+W+B),FH,2,0.7561581078644265,5742.823529411765,459.23081483825473,515.7881773399015
Stage B (D+T+S+W+B),FH,5,0.7972152638953511,5459.117647058823,565.8421417183624,567.9965928449744
Stage B (D+T+S+W+B),FH,0,0.7821096663794153,6551.176470588235,545.5373153163561,1034.0622871046228
Stage B (D+T+S+W+B),FH,6,0.8483327457910218,5295.294117647059,547.9732058666201,574.1563218390804
Stage B (D+T+S+W+B),FH,4,0.8022240032641018,5935.058823529412,518.9171796803671,517.1419284940412
Stage B (D+T+S+W+B),FH,7,0.9826074482951037,5361.294117647059,525.658461512141,521.9282868525896
Stage B (D+T+S+W+B),FH,8,0.7423656728488334,4846.588235294118,463.50560661764774,475.8992248062016
Stage B (D+T+S+W+B),FH,9,1.101721866800184,5912.35294117647,713.936224944399,792.9153656532457
Stage B (D+T+S+W+B),FH,10,0.8705342244332066,5335.882352941177,587.3335515784171,570.4665427509294
Stage B (D+T+S+W+B),FH,12,0.9723098127073684,5558.823529411765,567.8533561988576,552.3880308880309
Stage B (D+T+S+W+B),FH,15,0.834637080789814,5070.0,470.4710390606162,478.94183445190157
Stage B (D+T+S+W+B),FH,14,0.8519700204499959,5096.411764705882,478.8075854109549,530.9550321199143
Stage B (D+T+S+W+B),FH,11,0.912040186064359,5577.35294117647,535.5022812520333,562.6445672191528
Stage B (D+T+S+W+B),FH,17,0.9823537491068255,5318.64705882353,613.769867155922,613.1050656660412
Stage B (D+T+S+W+B),FH,13,0.8965461830779703,5434.470588235294,591.2263834498686,590.883779264214
Stage B (D+T+S+W+B),FH,16,0.6608556043593511,5363.117647058823,478.5154709248832,481.33952702702703
Stage B (D+T+S+W+B),FH,18,0.8183742739018497,5343.470588235294,562.1368031719107,616.4695945945946
Stage B (D+T+S+W+B),FH,19,0.7613516169063151,5782.823529411765,489.86988743823156,476.1967213114754
Stage B (D+T+S+W+B),FH,21,0.7849568765129641,4799.411764705882,540.3831776224379,524.2372881355932
Stage B (D+T+S+W+B),FH,20,1.0193930011650099,5949.882352941177,689.5333397668618,747.9931350114416
Stage B (D+T+S+W+B),FH,22,0.9051937917583355,5490.882352941177,563.5869284447363,549.6507747318236
Stage B (D+T+S+W+B),FH,23,0.8672539020151915,5597.764705882353,505.5444605975573,497.9551374819103
Stage B (D+T+S+W+B),FH,25,0.8953989272614223,5251.941176470588,550.2769572614435,552.7134387351779
Stage B (D+T+S+W+B),FH,26,0.9612242439412112,5838.235294117647,584.0467837736705,596.3057199211046
Stage B (D+T+S+W+B),FH,24,0.6722235356641202,5490.235294117647,407.9965197260044,417.26304023845006
Stage B (D+T+S+W+B),FH,27,0.716644457947327,5177.705882352941,402.56405248110696,578.4050632911392
Stage B (D+T+S+W+B),FH,28,1.0037351233414045,5837.470588235294,606.9720131046539,646.9417040358744
Stage B (D+T+S+W+B),FH,29,0.8286448401245587,5503.35294117647,469.431516317524,507.3776785714286
Stage B (D+T+S+W+B),EH,3,0.7953090742423238,4605.176470588235,563.3709045244664,541.6155202821869
Stage B (D+T+S+W+B),EH,1,0.9502368292733405,5222.764705882353,579.5424467075386,607.024064171123
Stage B (D+T+S+W+B),EH,2,0.7586579396962441,5770.64705882353,463.9366640442324,525.8045977011494
Stage B (D+T+S+W+B),EH,5,0.7507330348907028,5469.35294117647,536.654042467031,542.7955706984668
Stage B (D+T+S+W+B),EH,4,0.7900680902868019,5823.0,508.9073420775971,503.8786565547129
Stage B (D+T+S+W+B),EH,6,0.8707326610885626,5287.882352941177,561.2198553323339,588.0771001150748
