episode,S,W,B,eta,train_return,train_cv,eval_score,eval_A,eval_B_obs,eval_B_0.6,epsilon
442,0,0,1,0.0,-14.67,0.453,,,,,0.06
443,0,0,0,0.0,-8.14,0.3118,,,,,0.058
444,1,0,0,0.0,-13.17,0.395,,,,,0.056
445,0,1,1,1.018,-51.28,0.8968,,,,,0.054
446,1,0,0,0.0,-16.22,0.432,,,,,0.052
447,1,1,0,1.123,-30.91,0.7276,,,,,0.05
448,1,0,1,0.0,-9.73,0.3276,,,,,0.05
449,1,1,1,0.442,-35.33,0.7082,,,,,0.05
450,1,1,0,1.04,-62.19,1.0265,0.5322,0.3992,0.4939,0.7036,0.05
451,0,1,1,0.61,-36.9,0.6089,,,,,0.05
452,1,1,1,0.13,-21.74,0.5465,,,,,0.05
453,1,0,1,0.0,-17.87,0.4687,,,,,0.05
454,1,0,1,0.0,-18.71,0.476,,,,,0.05
455,0,0,0,0.0,-10.99,0.3616,,,,,0.05
456,0,1,0,0.528,-34.09,0.6566,,,,,0.05
457,1,0,1,0.0,-33.8,0.5963,,,,,0.05
458,1,0,1,0.0,-16.07,0.4042,,,,,0.05
459,1,1,1,0.035,-10.27,0.3357,,,,,0.05
460,0,0,1,0.0,-16.39,0.4495,,,,,0.05
461,1,1,0,0.614,-25.72,0.7077,,,,,0.05
462,0,0,0,0.0,-14.16,0.4367,,,,,0.05
463,1,1,0,0.712,-48.41,0.832,,,,,0.05
464,1,0,0,0.0,-19.9,0.4866,,,,,0.05
465,1,0,1,0.0,-8.67,0.3286,,,,,0.05
466,1,1,1,1.206,-68.51,0.8509,,,,,0.05
467,0,0,0,0.0,-7.23,0.3148,,,,,0.05
468,0,0,1,0.0,-12.69,0.3881,,,,,0.05
469,0,1,1,0.876,-45.53,0.7143,,,,,0.05
470,0,0,0,0.0,-17.81,0.4861,,,,,0.05
471,0,0,0,0.0,-8.83,0.3241,,,,,0.05
472,0,0,1,0.0,-23.67,0.4912,,,,,0.05
473,1,1,0,0.661,-41.11,0.7759,,,,,0.05
474,0,0,0,0.0,-9.95,0.3594,,,,,0.05
475,1,1,0,0.65,-71.53,0.911,,,,,0.05
476,1,0,1,0.0,-13.65,0.4004,,,,,0.05
477,1,0,0,0.0,-25.34,0.5719,,,,,0.05
478,0,1,1,0.31,-21.83,0.5448,,,,,0.05
479,1,1,1,0.436,-41.38,0.7656,,,,,0.05
480,0,1,0,0.155,-22.85,0.5685,,,,,0.05
481,0,0,1,0.0,-14.07,0.4893,,,,,0.05
482,0,1,0,1.187,-36.42,0.7883,,,,,0.05
483,1,0,1,0.0,-8.81,0.2828,,,,,0.05
484,1,0,0,0.0,-15.84,0.4567,,,,,0.05
485,0,0,0,0.0,-9.01,0.3578,,,,,0.05
486,0,1,0,0.705,-56.12,0.8726,,,,,0.05
487,0,1,1,0.391,-23.68,0.5282,,,,,0.05
488,0,0,0,0.0,-11.69,0.4134,,,,,0.05
489,1,1,1,1.136,-41.29,0.7154,,,,,0.05
490,1,0,1,0.0,-15.14,0.422,,,,,0.05
491,0,0,0,0.0,-13.96,0.4264,,,,,0.05
492,1,1,1,0.108,-16.09,0.4486,,,,,0.05
493,0,0,1,0.0,-22.99,0.4699,,,,,0.05
494,0,1,0,0.974,-32.53,0.7858,,,,,0.05
495,1,0,1,0.0,-14.98,0.4421,,,,,0.05
496,0,1,0,0.589,-30.14,0.613,,,,,0.05
497,1,0,0,0.0,-8.56,0.3185,,,,,0.05
498,0,1,1,0.444,-28.7,0.618,,,,,0.05
499,0,1,0,1.262,-73.72,0.9292,,,,,0.05
500,0,0,0,0.0,-11.07,0.414,0.58,0.4475,0.5343,0.7582,0.05
501,1,1,1,0.878,-59.55,0.8607,,,,,0.05
502,1,0,0,0.0,-18.76,0.4858,,,,,0.05
503,0,1,0,0.567,-28.93,0.6434,,,,,0.05
504,0,0,0,0.0,-6.15,0.2649,,,,,0.05
505,0,1,1,1.018,-52.21,0.838,,,,,0.05
506,0,1,0,0.892,-34.04,0.6382,,,,,0.05
507,0,0,1,0.0,-9.58,0.3513,,,,,0.05
508,0,1,1,0.189,-16.55,0.4762,,,,,0.05
509,0,0,0,0.0,-11.62,0.3793,,,,,0.05
510,1,1,0,0.479,-36.4,0.7914,,,,,0.05
511,0,1,1,1.046,-74.7,0.8844,,,,,0.05
512,0,0,1,0.0,-9.78,0.3255,,,,,0.05
513,0,0,0,0.0,-4.26,0.2206,,,,,0.05
514,0,0,1,0.0,-8.61,0.3244,,,,,0.05
515,0,0,1,0.0,-6.92,0.2862,,,,,0.05
516,1,0,1,0.0,-15.21,0.3512,,,,,0.05
517,1,1,1,0.492,-20.02,0.5905,,,,,0.05
518,0,1,1,0.836,-29.93,0.749,,,,,0.05
519,1,0,1,0.0,-18.4,0.4672,,,,,0.05
520,0,0,1,0.0,-9.06,0.3385,,,,,0.05
521,0,1,0,0.273,-24.9,0.5943,,,,,0.05
522,1,1,1,0.449,-47.8,0.7962,,,,,0.05
523,1,1,1,0.044,-14.78,0.3947,,,,,0.05
524,1,0,0,0.0,-10.2,0.379,,,,,0.05
525,0,0,0,0.0,-8.45,0.3473,,,,,0.05
526,0,1,0,0.266,-27.77,0.601,,,,,0.05
527,1,1,1,1.039,-51.56,0.8694,,,,,0.05
528,1,0,0,0.0,-15.2,0.4037,,,,,0.05
529,0,0,1,0.0,-30.23,0.6803,,,,,0.05
530,1,0,1,0.0,-20.68,0.4976,,,,,0.05
531,1,0,0,0.0,-16.83,0.4781,,,,,0.05
532,1,1,1,1.084,-38.2,0.8388,,,,,0.05
533,1,1,1,0.58,-48.66,0.6372,,,,,0.05
534,0,1,0,0.0,-8.03,0.3258,,,,,0.05
535,0,1,0,0.412,-51.14,0.8982,,,,,0.05
536,1,0,1,0.0,-12.47,0.3865,,,,,0.05
537,0,1,1,0.563,-38.29,0.7047,,,,,0.05
538,1,0,1,0.0,-11.42,0.375,,,,,0.05
539,0,0,1,0.0,-15.59,0.4339,,,,,0.05
540,0,1,1,0.658,-33.07,0.701,,,,,0.05
541,1,1,1,0.002,-20.37,0.5159,,,,,0.05
542,0,0,0,0.0,-9.5,0.3342,,,,,0.05
543,0,1,0,0.964,-32.86,0.7091,,,,,0.05
544,1,1,1,0.923,-34.52,0.6357,,,,,0.05
545,0,0,0,0.0,-12.24,0.3892,,,,,0.05
546,1,0,1,0.0,-19.44,0.4879,,,,,0.05
547,0,0,1,0.0,-13.98,0.4711,,,,,0.05
548,1,1,1,0.348,-25.2,0.6023,,,,,0.05
549,1,1,1,0.154,-37.26,0.5589,,,,,0.05
550,1,1,0,1.222,-37.76,0.7693,0.5792,0.4388,0.5583,0.7406,0.05
551,1,1,1,0.376,-35.52,0.6753,,,,,0.05
552,0,0,1,0.0,-15.41,0.413,,,,,0.05
553,1,1,0,0.78,-97.9,0.9827,,,,,0.05
554,0,0,1,0.0,-8.38,0.3183,,,,,0.05
555,0,1,0,0.935,-54.31,1.0178,,,,,0.05
556,1,1,1,0.44,-29.84,0.6075,,,,,0.05
557,1,1,0,1.09,-60.72,0.8483,,,,,0.05
558,1,0,1,0.0,-21.63,0.4893,,,,,0.05
559,0,1,1,0.979,-55.21,0.7808,,,,,0.05
560,1,0,0,0.0,-31.41,0.6345,,,,,0.05
561,0,0,0,0.0,-20.58,0.5196,,,,,0.05
562,0,0,0,0.0,-19.63,0.4925,,,,,0.05
563,1,0,0,0.0,-14.13,0.451,,,,,0.05
564,0,1,1,0.253,-17.99,0.4626,,,,,0.05
565,1,0,0,0.0,-14.63,0.4676,,,,,0.05
566,1,0,1,0.0,-22.5,0.5305,,,,,0.05
567,0,0,0,0.0,-18.26,0.5032,,,,,0.05
568,0,0,1,0.0,-11.82,0.3588,,,,,0.05
569,1,1,1,0.337,-47.25,0.6949,,,,,0.05
570,0,0,0,0.0,-25.72,0.5913,,,,,0.05
571,1,0,1,0.0,-13.05,0.3399,,,,,0.05
572,0,1,1,0.32,-26.78,0.6429,,,,,0.05
573,1,0,1,0.0,-12.87,0.4275,,,,,0.05
574,1,1,1,0.807,-58.99,0.9136,,,,,0.05
575,0,0,0,0.0,-8.17,0.3619,,,,,0.05
576,0,0,1,0.0,-9.38,0.3387,,,,,0.05
577,0,0,1,0.0,-24.56,0.5413,,,,,0.05
578,1,1,1,0.563,-57.92,0.7382,,,,,0.05
579,0,0,0,0.0,-12.04,0.38,,,,,0.05
580,0,0,1,0.0,-10.86,0.3509,,,,,0.05
581,1,1,1,0.354,-19.3,0.572,,,,,0.05
582,0,1,0,0.01,-6.2,0.299,,,,,0.05
583,0,0,1,0.0,-16.73,0.434,,,,,0.05
584,1,0,0,0.0,-14.2,0.4588,,,,,0.05
585,0,1,1,0.318,-15.44,0.4159,,,,,0.05
586,1,0,0,0.0,-10.02,0.325,,,,,0.05
587,1,1,0,0.101,-26.24,0.6142,,,,,0.05
588,0,0,0,0.0,-23.69,0.5802,,,,,0.05
589,1,0,0,0.0,-9.75,0.3525,,,,,0.05
590,1,1,1,0.005,-20.39,0.4746,,,,,0.05
591,0,0,0,0.0,-13.96,0.436,,,,,0.05
592,0,0,1,0.0,-9.62,0.3365,,,,,0.05
593,0,0,0,0.0,-14.4,0.4419,,,,,0.05
594,0,0,1,0.0,-13.6,0.4141,,,,,0.05
595,0,1,0,0.745,-40.49,0.7903,,,,,0.05
596,0,0,0,0.0,-12.74,0.4137,,,,,0.05
597,0,0,1,0.0,-22.98,0.5345,,,,,0.05
598,1,1,0,0.704,-34.1,0.5934,,,,,0.05
599,1,0,1,0.0,-30.74,0.5605,,,,,0.05
600,0,1,0,0.997,-30.48,0.6138,0.5856,0.4612,0.5572,0.7384,0.05
601,1,1,1,1.067,-66.45,0.9047,,,,,0.05
602,1,0,1,0.0,-17.76,0.468,,,,,0.05
603,0,0,1,0.0,-6.37,0.295,,,,,0.05
604,1,0,0,0.0,-15.77,0.4304,,,,,0.05
605,1,1,0,0.459,-54.52,0.8146,,,,,0.05
606,0,1,0,0.408,-55.24,0.8556,,,,,0.05
607,1,0,0,0.0,-8.97,0.3374,,,,,0.05
608,0,1,0,0.159,-9.73,0.3644,,,,,0.05
609,0,0,1,0.0,-15.62,0.4503,,,,,0.05
610,0,1,1,0.406,-43.23,0.7828,,,,,0.05
611,1,1,1,0.748,-71.24,1.0294,,,,,0.05
612,1,0,1,0.0,-23.22,0.5165,,,,,0.05
613,0,0,0,0.0,-11.35,0.3557,,,,,0.05
614,0,0,0,0.0,-12.11,0.3729,,,,,0.05
615,0,1,0,1.228,-50.03,0.8686,,,,,0.05
616,1,0,1,0.0,-24.49,0.5038,,,,,0.05
617,0,1,0,0.202,-14.7,0.4676,,,,,0.05
618,0,1,1,0.478,-22.46,0.522,,,,,0.05
619,0,0,1,0.0,-13.85,0.3769,,,,,0.05
620,1,0,1,0.0,-9.87,0.3725,,,,,0.05
621,0,0,1,0.0,-13.37,0.4007,,,,,0.05
622,0,1,1,0.881,-42.93,0.8087,,,,,0.05
623,1,0,0,0.0,-25.66,0.5271,,,,,0.05
624,1,1,0,0.062,-9.65,0.3495,,,,,0.05
625,1,1,0,1.233,-44.19,0.8104,,,,,0.05
626,1,1,0,0.276,-18.4,0.4683,,,,,0.05
627,0,1,0,0.396,-22.66,0.5794,,,,,0.05
628,0,0,1,0.0,-13.49,0.403,,,,,0.05
629,1,0,0,0.0,-8.81,0.3464,,,,,0.05
630,1,0,1,0.0,-10.16,0.3647,,,,,0.05
631,0,0,1,0.0,-8.74,0.3522,,,,,0.05
632,1,0,1,0.0,-27.44,0.5646,,,,,0.05
633,1,0,1,0.0,-11.07,0.3686,,,,,0.05
634,0,0,1,0.0,-9.15,0.335,,,,,0.05
635,0,1,1,0.766,-72.57,0.918,,,,,0.05
636,1,0,0,0.0,-13.98,0.4279,,,,,0.05
637,0,1,0,0.334,-26.17,0.5974,,,,,0.05
638,0,0,1,0.0,-14.28,0.4117,,,,,0.05
639,0,0,1,0.0,-9.75,0.3489,,,,,0.05
640,1,1,1,0.545,-31.9,0.6626,,,,,0.05
641,0,1,1,1.268,-43.88,0.8175,,,,,0.05
642,0,1,0,0.658,-50.46,0.8786,,,,,0.05
643,1,1,1,0.741,-42.29,0.7296,,,,,0.05
644,1,1,1,0.43,-34.91,0.6906,,,,,0.05
645,1,1,0,0.147,-14.4,0.4068,,,,,0.05
646,1,1,1,1.046,-59.31,0.958,,,,,0.05
647,1,1,1,0.511,-56.73,0.7862,,,,,0.05
648,0,1,0,0.529,-36.15,0.7477,,,,,0.05
649,1,1,0,0.14,-10.36,0.373,,,,,0.05
650,0,1,1,0.804,-23.69,0.6585,0.5406,0.4351,0.493,0.6936,0.05
651,0,0,1,0.0,-18.48,0.4994,,,,,0.05
652,1,1,1,1.265,-63.69,0.9276,,,,,0.05
653,0,0,1,0.0,-19.67,0.4991,,,,,0.05
654,0,1,1,0.88,-50.37,0.8256,,,,,0.05
655,1,1,1,0.522,-31.35,0.6111,,,,,0.05
656,1,0,0,0.0,-17.37,0.4821,,,,,0.05
657,0,1,1,0.189,-22.71,0.5935,,,,,0.05
658,0,0,1,0.0,-8.61,0.3832,,,,,0.05
659,0,0,0,0.0,-20.16,0.5058,,,,,0.05
660,1,1,1,0.131,-9.63,0.365,,,,,0.05
661,1,1,1,0.928,-36.84,0.7189,,,,,0.05
662,1,0,1,0.0,-7.46,0.2649,,,,,0.05
663,1,1,1,0.098,-7.73,0.3364,,,,,0.05
664,0,0,1,0.0,-17.31,0.4572,,,,,0.05
665,0,0,0,0.0,-7.11,0.2963,,,,,0.05
666,0,0,1,0.0,-11.51,0.3383,,,,,0.05
667,1,0,1,0.0,-17.94,0.4636,,,,,0.05
668,0,1,1,0.217,-12.82,0.3814,,,,,0.05
669,0,0,1,0.0,-5.8,0.3137,,,,,0.05
670,1,1,1,1.078,-39.19,0.7017,,,,,0.05
671,0,1,0,0.814,-41.98,0.8064,,,,,0.05
672,1,1,1,0.725,-31.9,0.6763,,,,,0.05
673,1,1,1,1.209,-30.56,0.6273,,,,,0.05
674,1,1,0,0.882,-40.35,0.8646,,,,,0.05
675,0,0,1,0.0,-19.59,0.4637,,,,,0.05
676,1,1,1,0.561,-67.38,1.0063,,,,,0.05
677,1,1,0,0.616,-29.3,0.5275,,,,,0.05
678,0,0,1,0.0,-14.7,0.399,,,,,0.05
679,1,0,0,0.0,-13.2,0.4131,,,,,0.05
680,1,1,0,0.772,-56.2,0.8425,,,,,0.05
681,0,0,1,0.0,-17.19,0.4638,,,,,0.05
682,0,1,0,1.026,-67.27,0.8728,,,,,0.05
683,0,0,0,0.0,-9.77,0.3724,,,,,0.05
684,0,0,1,0.0,-19.04,0.4635,,,,,0.05
685,1,0,0,0.0,-11.38,0.401,,,,,0.05
686,0,0,1,0.0,-12.85,0.4074,,,,,0.05
687,1,0,0,0.0,-17.24,0.4195,,,,,0.05
688,0,0,1,0.0,-14.68,0.4211,,,,,0.05
689,0,0,1,0.0,-7.89,0.3117,,,,,0.05
690,0,1,0,0.2,-18.44,0.5104,,,,,0.05
691,1,0,1,0.0,-18.2,0.4389,,,,,0.05
692,1,1,0,1.258,-31.44,0.733,,,,,0.05
693,0,0,0,0.0,-15.56,0.4317,,,,,0.05
694,0,1,1,1.121,-25.29,0.7359,,,,,0.05
695,0,0,0,0.0,-22.8,0.5295,,,,,0.05
696,1,1,1,0.047,-15.47,0.4388,,,,,0.05
697,0,1,0,1.237,-79.21,0.9631,,,,,0.05
698,0,1,1,1.062,-107.98,1.1869,,,,,0.05
699,0,0,1,0.0,-15.49,0.4336,,,,,0.05
700,1,1,1,0.935,-42.16,0.8052,0.5826,0.4638,0.5278,0.7563,0.05
701,0,1,1,0.348,-23.04,0.547,,,,,0.05
702,0,1,1,1.049,-33.64,0.671,,,,,0.05
703,0,0,0,0.0,-9.52,0.2891,,,,,0.05
704,1,0,0,0.0,-12.5,0.3343,,,,,0.05
705,0,1,1,0.135,-14.32,0.4358,,,,,0.05
706,0,1,0,0.746,-42.61,0.8417,,,,,0.05
707,0,1,0,0.541,-43.23,0.7536,,,,,0.05
708,0,0,1,0.0,-39.52,0.722,,,,,0.05
709,1,0,0,0.0,-17.29,0.4783,,,,,0.05
710,1,1,1,0.285,-47.24,0.7544,,,,,0.05
711,0,1,1,0.421,-23.43,0.5151,,,,,0.05
712,0,1,1,1.085,-31.61,0.6743,,,,,0.05
713,1,0,0,0.0,-8.55,0.3334,,,,,0.05
714,1,0,1,0.0,-10.42,0.3885,,,,,0.05
715,1,1,1,0.274,-43.71,0.7893,,,,,0.05
716,1,0,1,0.0,-23.01,0.5165,,,,,0.05
717,1,1,0,0.683,-49.67,0.8122,,,,,0.05
718,1,0,0,0.0,-7.48,0.3326,,,,,0.05
719,0,0,0,0.0,-11.69,0.3822,,,,,0.05
720,0,0,0,0.0,-8.0,0.3736,,,,,0.05
721,1,0,0,0.0,-12.6,0.3517,,,,,0.05
722,0,0,0,0.0,-7.99,0.2956,,,,,0.05
723,0,1,1,0.291,-22.74,0.5633,,,,,0.05
724,0,0,0,0.0,-7.36,0.316,,,,,0.05
725,0,0,0,0.0,-5.77,0.2833,,,,,0.05
726,1,1,1,0.109,-10.94,0.4024,,,,,0.05
727,0,1,1,1.252,-55.83,0.8897,,,,,0.05
728,1,0,1,0.0,-17.6,0.4547,,,,,0.05
729,1,0,1,0.0,-16.27,0.4243,,,,,0.05
730,0,1,1,0.448,-28.11,0.5757,,,,,0.05
731,1,1,0,0.941,-66.67,0.9301,,,,,0.05
732,1,1,1,0.401,-30.04,0.6729,,,,,0.05
733,1,0,0,0.0,-13.89,0.4181,,,,,0.05
734,0,1,1,1.103,-47.0,0.852,,,,,0.05
735,1,0,1,0.0,-15.97,0.4467,,,,,0.05
736,0,0,1,0.0,-9.97,0.3443,,,,,0.05
737,1,0,1,0.0,-14.91,0.4104,,,,,0.05
738,0,0,0,0.0,-12.16,0.3624,,,,,0.05
739,1,1,0,0.667,-71.29,0.9503,,,,,0.05
740,0,1,1,0.866,-39.41,0.7315,,,,,0.05
741,0,0,1,0.0,-11.38,0.3587,,,,,0.05
742,1,1,0,1.184,-46.49,0.8215,,,,,0.05
743,0,1,0,0.349,-25.33,0.6194,,,,,0.05
744,0,1,0,1.187,-54.0,0.9173,,,,,0.05
745,0,1,1,0.713,-33.47,0.7148,,,,,0.05
746,1,1,0,0.192,-17.12,0.4387,,,,,0.05
747,1,1,0,0.334,-18.34,0.4897,,,,,0.05
748,0,1,1,0.382,-25.31,0.5965,,,,,0.05
749,1,1,1,1.126,-34.59,0.7261,,,,,0.05
750,1,0,1,0.0,-11.49,0.4032,0.5691,0.4517,0.5352,0.7203,0.05
751,1,1,0,0.976,-39.06,0.7038,,,,,0.05
752,0,1,0,0.969,-58.16,0.8387,,,,,0.05
753,1,1,1,1.117,-81.85,0.9331,,,,,0.05
754,1,0,1,0.0,-30.5,0.6151,,,,,0.05
755,1,0,1,0.0,-14.16,0.4006,,,,,0.05
756,0,0,0,0.0,-8.82,0.332,,,,,0.05
757,1,1,0,0.414,-34.4,0.7015,,,,,0.05
758,1,1,0,0.103,-23.24,0.5364,,,,,0.05
759,1,1,0,0.503,-29.58,0.6712,,,,,0.05
760,0,0,0,0.0,-33.17,0.684,,,,,0.05
761,0,1,0,0.963,-89.52,1.0249,,,,,0.05
762,1,1,1,0.298,-21.38,0.5769,,,,,0.05
763,0,0,1,0.0,-14.21,0.4023,,,,,0.05
764,0,1,0,0.036,-14.04,0.3952,,,,,0.05
765,0,1,0,0.534,-23.23,0.6265,,,,,0.05
766,0,1,0,0.791,-69.36,0.9326,,,,,0.05
767,0,0,0,0.0,-9.37,0.3512,,,,,0.05
768,1,1,1,0.422,-14.52,0.4379,,,,,0.05
769,0,1,1,1.257,-34.6,0.5708,,,,,0.05
770,0,0,1,0.0,-15.33,0.4578,,,,,0.05
771,0,0,0,0.0,-9.11,0.3344,,,,,0.05
772,0,0,1,0.0,-10.7,0.3849,,,,,0.05
773,1,1,1,1.036,-71.7,0.9431,,,,,0.05
774,1,1,1,0.614,-35.24,0.7333,,,,,0.05
775,1,0,0,0.0,-16.93,0.4994,,,,,0.05
776,0,0,1,0.0,-14.83,0.4106,,,,,0.05
777,1,1,1,0.664,-44.46,0.7932,,,,,0.05
778,1,1,0,0.343,-32.37,0.6755,,,,,0.05
779,0,0,1,0.0,-14.32,0.4057,,,,,0.05
780,0,0,1,0.0,-17.78,0.4603,,,,,0.05
781,0,1,1,0.544,-25.67,0.5688,,,,,0.05
782,1,0,1,0.0,-12.48,0.4099,,,,,0.05
783,1,0,0,0.0,-34.97,0.6718,,,,,0.05
784,0,1,1,1.043,-38.54,0.743,,,,,0.05
785,1,1,0,0.972,-55.18,0.9868,,,,,0.05
786,0,1,1,0.193,-13.84,0.4265,,,,,0.05
787,0,0,0,0.0,-10.32,0.3689,,,,,0.05
788,0,1,1,0.703,-44.95,0.917,,,,,0.05
789,0,1,0,0.873,-43.17,0.7516,,,,,0.05
790,1,0,1,0.0,-18.01,0.4759,,,,,0.05
791,0,0,0,0.0,-6.89,0.3316,,,,,0.05
792,1,1,1,1.155,-89.74,1.0672,,,,,0.05
793,0,0,0,0.0,-8.22,0.3558,,,,,0.05
794,0,1,0,0.401,-18.59,0.4952,,,,,0.05
795,1,0,0,0.0,-17.0,0.4952,,,,,0.05
796,1,0,0,0.0,-15.72,0.469,,,,,0.05
797,1,1,1,0.719,-34.82,0.6774,,,,,0.05
798,0,0,1,0.0,-10.05,0.2879,,,,,0.05
799,1,1,0,0.446,-40.26,0.6452,,,,,0.05
800,0,0,0,0.0,-8.88,0.337,0.583,0.4432,0.5465,0.7593,0.05
