episode,S,W,B,eta,train_return,train_cv,eval_score,eval_A,eval_B_obs,eval_B_0.6,epsilon
455,0,0,0,0.0,-19.8,0.3574,,,,,0.05
456,0,1,0,0.528,-55.66,0.5736,,,,,0.05
457,1,0,1,0.0,-53.1,0.4948,,,,,0.05
458,1,0,1,0.0,-27.59,0.3743,,,,,0.05
459,1,1,1,0.035,-24.79,0.3515,,,,,0.05
460,0,0,1,0.0,-27.16,0.349,,,,,0.05
461,1,1,0,0.614,-51.08,0.6656,,,,,0.05
462,0,0,0,0.0,-33.02,0.3898,,,,,0.05
463,1,1,0,0.712,-121.15,0.8677,,,,,0.05
464,1,0,0,0.0,-44.9,0.4893,,,,,0.05
465,1,0,1,0.0,-21.06,0.3683,,,,,0.05
466,1,1,1,1.206,-128.28,0.8985,,,,,0.05
467,0,0,0,0.0,-14.38,0.2822,,,,,0.05
468,0,0,1,0.0,-34.93,0.3634,,,,,0.05
469,0,1,1,0.876,-76.5,0.6506,,,,,0.05
470,0,0,0,0.0,-35.45,0.438,,,,,0.05
471,0,0,0,0.0,-23.82,0.3728,,,,,0.05
472,0,0,1,0.0,-51.59,0.445,,,,,0.05
473,1,1,0,0.661,-85.79,0.767,,,,,0.05
474,0,0,0,0.0,-20.82,0.3319,,,,,0.05
475,1,1,0,0.65,-101.39,0.9399,,,,,0.05
476,1,0,1,0.0,-30.11,0.3947,,,,,0.05
477,1,0,0,0.0,-49.4,0.5174,,,,,0.05
478,0,1,1,0.31,-47.6,0.5371,,,,,0.05
479,1,1,1,0.436,-73.05,0.7096,,,,,0.05
480,0,1,0,0.155,-45.62,0.4831,,,,,0.05
481,0,0,1,0.0,-23.81,0.3907,,,,,0.05
482,0,1,0,1.187,-81.81,0.8516,,,,,0.05
483,1,0,1,0.0,-14.54,0.2873,,,,,0.05
484,1,0,0,0.0,-54.1,0.5004,,,,,0.05
485,0,0,0,0.0,-13.31,0.2585,,,,,0.05
486,0,1,0,0.705,-85.12,0.773,,,,,0.05
487,0,1,1,0.391,-48.25,0.5026,,,,,0.05
488,0,0,0,0.0,-24.67,0.3527,,,,,0.05
489,1,1,1,1.136,-82.16,0.7101,,,,,0.05
490,1,0,1,0.0,-24.42,0.3271,,,,,0.05
491,0,0,0,0.0,-18.08,0.3143,,,,,0.05
492,1,1,1,0.108,-31.15,0.388,,,,,0.05
493,0,0,1,0.0,-39.34,0.4798,,,,,0.05
494,0,1,0,0.974,-51.2,0.8042,,,,,0.05
495,1,0,1,0.0,-44.36,0.476,,,,,0.05
496,0,1,0,0.589,-72.63,0.634,,,,,0.05
497,1,0,0,0.0,-25.29,0.3722,,,,,0.05
498,0,1,1,0.444,-74.35,0.6328,,,,,0.05
499,0,1,0,1.262,-111.75,0.913,,,,,0.05
500,0,0,0,0.0,-15.17,0.3362,0.5293,0.4102,0.4692,0.7084,0.05
501,1,1,1,0.878,-99.82,0.8126,,,,,0.05
502,1,0,0,0.0,-41.86,0.4743,,,,,0.05
503,0,1,0,0.567,-52.25,0.5773,,,,,0.05
504,0,0,0,0.0,-14.66,0.2551,,,,,0.05
505,0,1,1,1.018,-86.75,0.7867,,,,,0.05
506,0,1,0,0.892,-67.33,0.6288,,,,,0.05
507,0,0,1,0.0,-14.99,0.2896,,,,,0.05
508,0,1,1,0.189,-39.73,0.5393,,,,,0.05
509,0,0,0,0.0,-19.25,0.2914,,,,,0.05
510,1,1,0,0.479,-75.99,0.7865,,,,,0.05
511,0,1,1,1.046,-154.45,0.9454,,,,,0.05
512,0,0,1,0.0,-21.25,0.3307,,,,,0.05
513,0,0,0,0.0,-6.28,0.1904,,,,,0.05
514,0,0,1,0.0,-12.79,0.2506,,,,,0.05
515,0,0,1,0.0,-12.14,0.2835,,,,,0.05
516,1,0,1,0.0,-32.52,0.3581,,,,,0.05
517,1,1,1,0.492,-43.42,0.5495,,,,,0.05
518,0,1,1,0.836,-55.32,0.7358,,,,,0.05
519,1,0,1,0.0,-29.07,0.3714,,,,,0.05
520,0,0,1,0.0,-22.84,0.3194,,,,,0.05
521,0,1,0,0.273,-57.07,0.5239,,,,,0.05
522,1,1,1,0.449,-87.58,0.7673,,,,,0.05
523,1,1,1,0.044,-16.83,0.3237,,,,,0.05
524,1,0,0,0.0,-15.52,0.2736,,,,,0.05
525,0,0,0,0.0,-18.7,0.3153,,,,,0.05
526,0,1,0,0.266,-46.19,0.542,,,,,0.05
527,1,1,1,1.039,-94.99,0.8663,,,,,0.05
528,1,0,0,0.0,-20.23,0.2981,,,,,0.05
529,0,0,1,0.0,-49.0,0.5902,,,,,0.05
530,1,0,1,0.0,-59.45,0.5513,,,,,0.05
531,1,0,0,0.0,-35.22,0.4398,,,,,0.05
532,1,1,1,1.084,-64.11,0.8194,,,,,0.05
533,1,1,1,0.58,-75.04,0.6225,,,,,0.05
534,0,1,0,0.0,-11.23,0.2416,,,,,0.05
535,0,1,0,0.412,-93.12,0.9111,,,,,0.05
536,1,0,1,0.0,-23.53,0.3356,,,,,0.05
537,0,1,1,0.563,-91.16,0.7525,,,,,0.05
538,1,0,1,0.0,-21.4,0.3091,,,,,0.05
539,0,0,1,0.0,-27.03,0.4019,,,,,0.05
540,0,1,1,0.658,-82.05,0.7104,,,,,0.05
541,1,1,1,0.002,-33.21,0.4552,,,,,0.05
542,0,0,0,0.0,-11.08,0.3001,,,,,0.05
543,0,1,0,0.964,-72.18,0.709,,,,,0.05
544,1,1,1,0.923,-71.71,0.6797,,,,,0.05
545,0,0,0,0.0,-24.52,0.4072,,,,,0.05
546,1,0,1,0.0,-52.9,0.5097,,,,,0.05
547,0,0,1,0.0,-23.23,0.3513,,,,,0.05
548,1,1,1,0.348,-61.92,0.6221,,,,,0.05
549,1,1,1,0.154,-52.66,0.4761,,,,,0.05
550,1,1,0,1.222,-60.7,0.7783,0.5158,0.3839,0.4608,0.7026,0.05
551,1,1,1,0.376,-65.94,0.6423,,,,,0.05
552,0,0,1,0.0,-27.68,0.3657,,,,,0.05
553,1,1,0,0.78,-164.17,1.0076,,,,,0.05
554,0,0,1,0.0,-19.62,0.334,,,,,0.05
555,0,1,0,0.935,-103.63,1.0257,,,,,0.05
556,1,1,1,0.44,-61.57,0.5968,,,,,0.05
557,1,1,0,1.09,-115.38,0.779,,,,,0.05
558,1,0,1,0.0,-30.07,0.4348,,,,,0.05
559,0,1,1,0.979,-95.12,0.7374,,,,,0.05
560,1,0,0,0.0,-66.95,0.5521,,,,,0.05
561,0,0,0,0.0,-48.1,0.502,,,,,0.05
562,0,0,0,0.0,-56.25,0.4726,,,,,0.05
563,1,0,0,0.0,-28.58,0.3859,,,,,0.05
564,0,1,1,0.253,-27.48,0.3924,,,,,0.05
565,1,0,0,0.0,-29.42,0.4039,,,,,0.05
566,1,0,1,0.0,-48.98,0.4666,,,,,0.05
567,0,0,0,0.0,-31.94,0.408,,,,,0.05
568,0,0,1,0.0,-20.92,0.2987,,,,,0.05
569,1,1,1,0.337,-83.42,0.6771,,,,,0.05
570,0,0,0,0.0,-45.68,0.5225,,,,,0.05
571,1,0,1,0.0,-20.4,0.3062,,,,,0.05
572,0,1,1,0.32,-74.59,0.6617,,,,,0.05
573,1,0,1,0.0,-25.98,0.4048,,,,,0.05
574,1,1,1,0.807,-128.63,0.8739,,,,,0.05
575,0,0,0,0.0,-17.33,0.3242,,,,,0.05
576,0,0,1,0.0,-18.76,0.3177,,,,,0.05
577,0,0,1,0.0,-52.26,0.5184,,,,,0.05
578,1,1,1,0.563,-99.88,0.7132,,,,,0.05
579,0,0,0,0.0,-24.26,0.3573,,,,,0.05
580,0,0,1,0.0,-18.62,0.2721,,,,,0.05
581,1,1,1,0.354,-37.16,0.5429,,,,,0.05
582,0,1,0,0.01,-10.84,0.2553,,,,,0.05
583,0,0,1,0.0,-30.45,0.4065,,,,,0.05
584,1,0,0,0.0,-27.4,0.3991,,,,,0.05
585,0,1,1,0.318,-46.51,0.4844,,,,,0.05
586,1,0,0,0.0,-26.81,0.3553,,,,,0.05
587,1,1,0,0.101,-35.34,0.4647,,,,,0.05
588,0,0,0,0.0,-40.6,0.4496,,,,,0.05
589,1,0,0,0.0,-22.03,0.3502,,,,,0.05
590,1,1,1,0.005,-38.68,0.383,,,,,0.05
591,0,0,0,0.0,-23.17,0.3339,,,,,0.05
592,0,0,1,0.0,-26.78,0.3362,,,,,0.05
593,0,0,0,0.0,-23.84,0.3714,,,,,0.05
594,0,0,1,0.0,-15.38,0.3907,,,,,0.05
595,0,1,0,0.745,-64.35,0.6755,,,,,0.05
596,0,0,0,0.0,-18.34,0.3155,,,,,0.05
597,0,0,1,0.0,-51.9,0.5489,,,,,0.05
598,1,1,0,0.704,-64.36,0.5644,,,,,0.05
599,1,0,1,0.0,-64.65,0.5017,,,,,0.05
600,0,1,0,0.997,-62.11,0.5675,0.5334,0.4344,0.4811,0.6846,0.05
601,1,1,1,1.067,-127.81,0.8712,,,,,0.05
602,1,0,1,0.0,-38.98,0.4845,,,,,0.05
603,0,0,1,0.0,-13.32,0.2565,,,,,0.05
604,1,0,0,0.0,-26.89,0.3473,,,,,0.05
605,1,1,0,0.459,-100.79,0.7896,,,,,0.05
606,0,1,0,0.408,-106.12,0.8685,,,,,0.05
607,1,0,0,0.0,-29.99,0.4038,,,,,0.05
608,0,1,0,0.159,-12.47,0.2738,,,,,0.05
609,0,0,1,0.0,-22.75,0.2995,,,,,0.05
610,0,1,1,0.406,-46.06,0.5734,,,,,0.05
611,1,1,1,0.748,-119.99,1.0575,,,,,0.05
612,1,0,1,0.0,-71.96,0.5605,,,,,0.05
613,0,0,0,0.0,-21.32,0.3588,,,,,0.05
614,0,0,0,0.0,-18.64,0.3191,,,,,0.05
615,0,1,0,1.228,-103.88,0.8302,,,,,0.05
616,1,0,1,0.0,-53.15,0.4805,,,,,0.05
617,0,1,0,0.202,-25.58,0.3901,,,,,0.05
618,0,1,1,0.478,-62.41,0.5641,,,,,0.05
619,0,0,1,0.0,-24.29,0.3249,,,,,0.05
620,1,0,1,0.0,-20.38,0.3707,,,,,0.05
621,0,0,1,0.0,-33.11,0.4107,,,,,0.05
622,0,1,1,0.881,-91.88,0.8403,,,,,0.05
623,1,0,0,0.0,-55.38,0.5307,,,,,0.05
624,1,1,0,0.062,-19.36,0.3315,,,,,0.05
625,1,1,0,1.233,-97.25,0.8615,,,,,0.05
626,1,1,0,0.276,-37.49,0.4257,,,,,0.05
627,0,1,0,0.396,-43.55,0.5151,,,,,0.05
628,0,0,1,0.0,-33.15,0.4129,,,,,0.05
629,1,0,0,0.0,-12.84,0.2797,,,,,0.05
630,1,0,1,0.0,-9.13,0.2393,,,,,0.05
631,0,0,1,0.0,-20.95,0.3586,,,,,0.05
632,1,0,1,0.0,-40.8,0.4969,,,,,0.05
633,1,0,1,0.0,-22.95,0.3987,,,,,0.05
634,0,0,1,0.0,-19.12,0.2979,,,,,0.05
635,0,1,1,0.766,-134.05,0.8935,,,,,0.05
636,1,0,0,0.0,-26.49,0.3598,,,,,0.05
637,0,1,0,0.334,-45.51,0.5369,,,,,0.05
638,0,0,1,0.0,-31.76,0.3891,,,,,0.05
639,0,0,1,0.0,-18.24,0.3301,,,,,0.05
640,1,1,1,0.545,-69.32,0.6015,,,,,0.05
641,0,1,1,1.268,-98.85,0.8471,,,,,0.05
642,0,1,0,0.658,-93.39,0.8279,,,,,0.05
643,1,1,1,0.741,-83.35,0.7463,,,,,0.05
644,1,1,1,0.43,-74.5,0.6992,,,,,0.05
645,1,1,0,0.147,-26.76,0.3429,,,,,0.05
646,1,1,1,1.046,-110.73,0.9052,,,,,0.05
647,1,1,1,0.511,-118.11,0.7804,,,,,0.05
648,0,1,0,0.529,-77.4,0.7143,,,,,0.05
649,1,1,0,0.14,-15.09,0.2962,,,,,0.05
650,0,1,1,0.804,-76.83,0.7177,0.5534,0.4544,0.4952,0.7107,0.05
651,0,0,1,0.0,-38.5,0.4718,,,,,0.05
652,1,1,1,1.265,-135.71,0.9443,,,,,0.05
653,0,0,1,0.0,-33.67,0.4476,,,,,0.05
654,0,1,1,0.88,-98.55,0.7502,,,,,0.05
655,1,1,1,0.522,-53.51,0.5632,,,,,0.05
656,1,0,0,0.0,-24.86,0.3713,,,,,0.05
657,0,1,1,0.189,-44.73,0.5331,,,,,0.05
658,0,0,1,0.0,-12.9,0.3118,,,,,0.05
659,0,0,0,0.0,-31.28,0.427,,,,,0.05
660,1,1,1,0.131,-23.14,0.3628,,,,,0.05
661,1,1,1,0.928,-74.48,0.6872,,,,,0.05
662,1,0,1,0.0,-12.58,0.2519,,,,,0.05
663,1,1,1,0.098,-11.6,0.2765,,,,,0.05
664,0,0,1,0.0,-30.42,0.3749,,,,,0.05
665,0,0,0,0.0,-15.9,0.2967,,,,,0.05
666,0,0,1,0.0,-33.73,0.3617,,,,,0.05
667,1,0,1,0.0,-51.06,0.4641,,,,,0.05
668,0,1,1,0.217,-15.03,0.2844,,,,,0.05
669,0,0,1,0.0,-21.27,0.365,,,,,0.05
670,1,1,1,1.078,-93.04,0.7677,,,,,0.05
671,0,1,0,0.814,-95.36,0.8446,,,,,0.05
672,1,1,1,0.725,-52.7,0.6792,,,,,0.05
673,1,1,1,1.209,-78.37,0.6597,,,,,0.05
674,1,1,0,0.882,-77.97,0.91,,,,,0.05
675,0,0,1,0.0,-37.82,0.4239,,,,,0.05
676,1,1,1,0.561,-142.93,1.0061,,,,,0.05
677,1,1,0,0.616,-50.07,0.4852,,,,,0.05
678,0,0,1,0.0,-33.6,0.3845,,,,,0.05
679,1,0,0,0.0,-25.18,0.3729,,,,,0.05
680,1,1,0,0.772,-128.37,0.7807,,,,,0.05
681,0,0,1,0.0,-33.15,0.4032,,,,,0.05
682,0,1,0,1.026,-129.69,0.8845,,,,,0.05
683,0,0,0,0.0,-19.28,0.3118,,,,,0.05
684,0,0,1,0.0,-38.65,0.4055,,,,,0.05
685,1,0,0,0.0,-26.69,0.4088,,,,,0.05
686,0,0,1,0.0,-18.59,0.3158,,,,,0.05
687,1,0,0,0.0,-30.89,0.3922,,,,,0.05
688,0,0,1,0.0,-20.52,0.3211,,,,,0.05
689,0,0,1,0.0,-12.45,0.3007,,,,,0.05
690,0,1,0,0.2,-53.41,0.504,,,,,0.05
691,1,0,1,0.0,-28.35,0.3591,,,,,0.05
692,1,1,0,1.258,-69.15,0.7492,,,,,0.05
693,0,0,0,0.0,-33.8,0.3976,,,,,0.05
694,0,1,1,1.121,-58.81,0.7243,,,,,0.05
695,0,0,0,0.0,-41.74,0.4506,,,,,0.05
696,1,1,1,0.047,-38.47,0.4521,,,,,0.05
697,0,1,0,1.237,-129.5,0.9435,,,,,0.05
698,0,1,1,1.062,-166.34,1.1475,,,,,0.05
699,0,0,1,0.0,-30.71,0.3864,,,,,0.05
700,1,1,1,0.935,-79.66,0.8345,0.5334,0.4243,0.4842,0.6919,0.05
701,0,1,1,0.348,-49.36,0.526,,,,,0.05
702,0,1,1,1.049,-69.08,0.63,,,,,0.05
703,0,0,0,0.0,-23.07,0.3126,,,,,0.05
704,1,0,0,0.0,-20.53,0.3041,,,,,0.05
705,0,1,1,0.135,-31.88,0.4388,,,,,0.05
706,0,1,0,0.746,-78.74,0.8327,,,,,0.05
707,0,1,0,0.541,-66.67,0.6802,,,,,0.05
708,0,0,1,0.0,-109.55,0.6704,,,,,0.05
709,1,0,0,0.0,-30.03,0.4425,,,,,0.05
710,1,1,1,0.285,-113.26,0.819,,,,,0.05
711,0,1,1,0.421,-54.9,0.5399,,,,,0.05
712,0,1,1,1.085,-68.16,0.6879,,,,,0.05
713,1,0,0,0.0,-19.78,0.3094,,,,,0.05
714,1,0,1,0.0,-20.18,0.3604,,,,,0.05
715,1,1,1,0.274,-75.71,0.7953,,,,,0.05
716,1,0,1,0.0,-23.09,0.3592,,,,,0.05
717,1,1,0,0.683,-121.99,0.8693,,,,,0.05
718,1,0,0,0.0,-13.18,0.3156,,,,,0.05
719,0,0,0,0.0,-20.68,0.3315,,,,,0.05
720,0,0,0,0.0,-19.68,0.3254,,,,,0.05
721,1,0,0,0.0,-12.58,0.2357,,,,,0.05
722,0,0,0,0.0,-11.71,0.1998,,,,,0.05
723,0,1,1,0.291,-31.64,0.4082,,,,,0.05
724,0,0,0,0.0,-14.83,0.3004,,,,,0.05
725,0,0,0,0.0,-11.3,0.2578,,,,,0.05
726,1,1,1,0.109,-19.14,0.386,,,,,0.05
727,0,1,1,1.252,-100.89,0.8424,,,,,0.05
728,1,0,1,0.0,-30.08,0.4204,,,,,0.05
729,1,0,1,0.0,-25.02,0.3776,,,,,0.05
730,0,1,1,0.448,-61.73,0.6232,,,,,0.05
731,1,1,0,0.941,-116.77,0.9107,,,,,0.05
732,1,1,1,0.401,-61.1,0.6294,,,,,0.05
733,1,0,0,0.0,-24.34,0.3059,,,,,0.05
734,0,1,1,1.103,-73.56,0.8474,,,,,0.05
735,1,0,1,0.0,-26.51,0.4166,,,,,0.05
736,0,0,1,0.0,-17.55,0.3143,,,,,0.05
737,1,0,1,0.0,-29.22,0.3942,,,,,0.05
738,0,0,0,0.0,-26.3,0.3164,,,,,0.05
739,1,1,0,0.667,-118.7,0.9289,,,,,0.05
740,0,1,1,0.866,-70.92,0.721,,,,,0.05
741,0,0,1,0.0,-16.08,0.3208,,,,,0.05
742,1,1,0,1.184,-94.23,0.7609,,,,,0.05
743,0,1,0,0.349,-45.25,0.5303,,,,,0.05
744,0,1,0,1.187,-117.38,0.9225,,,,,0.05
745,0,1,1,0.713,-62.18,0.6798,,,,,0.05
746,1,1,0,0.192,-28.21,0.362,,,,,0.05
747,1,1,0,0.334,-31.11,0.408,,,,,0.05
748,0,1,1,0.382,-57.45,0.5727,,,,,0.05
749,1,1,1,1.126,-62.43,0.7047,,,,,0.05
750,1,0,1,0.0,-22.62,0.3811,0.5567,0.4532,0.515,0.702,0.05
751,1,1,0,0.976,-88.37,0.7354,,,,,0.05
752,0,1,0,0.969,-100.91,0.8357,,,,,0.05
753,1,1,1,1.117,-171.84,0.9928,,,,,0.05
754,1,0,1,0.0,-76.73,0.6528,,,,,0.05
755,1,0,1,0.0,-24.47,0.3511,,,,,0.05
756,0,0,0,0.0,-15.75,0.2761,,,,,0.05
757,1,1,0,0.414,-77.54,0.72,,,,,0.05
758,1,1,0,0.103,-43.78,0.5107,,,,,0.05
759,1,1,0,0.503,-60.85,0.6175,,,,,0.05
760,0,0,0,0.0,-53.69,0.573,,,,,0.05
761,0,1,0,0.963,-162.39,1.0058,,,,,0.05
762,1,1,1,0.298,-56.54,0.5839,,,,,0.05
763,0,0,1,0.0,-14.88,0.3017,,,,,0.05
764,0,1,0,0.036,-29.22,0.3551,,,,,0.05
765,0,1,0,0.534,-60.27,0.6717,,,,,0.05
766,0,1,0,0.791,-136.09,0.9615,,,,,0.05
767,0,0,0,0.0,-13.73,0.2891,,,,,0.05
768,1,1,1,0.422,-37.66,0.482,,,,,0.05
769,0,1,1,1.257,-84.77,0.6038,,,,,0.05
770,0,0,1,0.0,-26.46,0.3835,,,,,0.05
771,0,0,0,0.0,-16.77,0.2999,,,,,0.05
772,0,0,1,0.0,-19.92,0.3291,,,,,0.05
773,1,1,1,1.036,-132.66,0.9877,,,,,0.05
774,1,1,1,0.614,-52.13,0.6928,,,,,0.05
775,1,0,0,0.0,-17.47,0.3548,,,,,0.05
776,0,0,1,0.0,-26.64,0.3566,,,,,0.05
777,1,1,1,0.664,-97.47,0.8149,,,,,0.05
778,1,1,0,0.343,-83.18,0.6893,,,,,0.05
779,0,0,1,0.0,-31.45,0.4291,,,,,0.05
780,0,0,1,0.0,-35.45,0.4617,,,,,0.05
781,0,1,1,0.544,-51.57,0.5516,,,,,0.05
782,1,0,1,0.0,-16.63,0.3382,,,,,0.05
783,1,0,0,0.0,-52.15,0.5741,,,,,0.05
784,0,1,1,1.043,-79.52,0.7274,,,,,0.05
785,1,1,0,0.972,-99.0,0.9988,,,,,0.05
786,0,1,1,0.193,-25.69,0.3621,,,,,0.05
787,0,0,0,0.0,-25.27,0.3517,,,,,0.05
788,0,1,1,0.703,-77.01,0.9222,,,,,0.05
789,0,1,0,0.873,-87.36,0.738,,,,,0.05
790,1,0,1,0.0,-33.18,0.4149,,,,,0.05
791,0,0,0,0.0,-12.93,0.3014,,,,,0.05
792,1,1,1,1.155,-146.4,1.0684,,,,,0.05
793,0,0,0,0.0,-17.83,0.304,,,,,0.05
794,0,1,0,0.401,-49.01,0.4557,,,,,0.05
795,1,0,0,0.0,-35.46,0.4358,,,,,0.05
796,1,0,0,0.0,-20.75,0.3894,,,,,0.05
797,1,1,1,0.719,-68.24,0.7328,,,,,0.05
798,0,0,1,0.0,-20.79,0.3094,,,,,0.05
799,1,1,0,0.446,-77.45,0.6679,,,,,0.05
800,0,0,0,0.0,-17.13,0.2887,0.5213,0.4161,0.4562,0.6915,0.05
