episode,S,W,B,eta,train_return,train_cv,eval_score,eval_A,eval_B_obs,eval_B_0.6,epsilon
452,1,1,1,0.13,-31.07,0.4274,,,,,0.05
453,1,0,1,0.0,-51.39,0.5089,,,,,0.05
454,1,0,1,0.0,-44.58,0.4687,,,,,0.05
455,0,0,0,0.0,-17.6,0.354,,,,,0.05
456,0,1,0,0.528,-63.44,0.6071,,,,,0.05
457,1,0,1,0.0,-53.27,0.5043,,,,,0.05
458,1,0,1,0.0,-32.58,0.4129,,,,,0.05
459,1,1,1,0.035,-19.69,0.3242,,,,,0.05
460,0,0,1,0.0,-25.7,0.3329,,,,,0.05
461,1,1,0,0.614,-52.77,0.6555,,,,,0.05
462,0,0,0,0.0,-40.78,0.4292,,,,,0.05
463,1,1,0,0.712,-129.22,0.865,,,,,0.05
464,1,0,0,0.0,-51.26,0.5269,,,,,0.05
465,1,0,1,0.0,-21.75,0.3526,,,,,0.05
466,1,1,1,1.206,-128.4,0.8977,,,,,0.05
467,0,0,0,0.0,-19.62,0.319,,,,,0.05
468,0,0,1,0.0,-36.96,0.3847,,,,,0.05
469,0,1,1,0.876,-83.87,0.6548,,,,,0.05
470,0,0,0,0.0,-38.2,0.4388,,,,,0.05
471,0,0,0,0.0,-26.56,0.3849,,,,,0.05
472,0,0,1,0.0,-52.49,0.4569,,,,,0.05
473,1,1,0,0.661,-86.08,0.7743,,,,,0.05
474,0,0,0,0.0,-20.58,0.316,,,,,0.05
475,1,1,0,0.65,-103.61,0.9421,,,,,0.05
476,1,0,1,0.0,-25.66,0.3571,,,,,0.05
477,1,0,0,0.0,-53.69,0.5372,,,,,0.05
478,0,1,1,0.31,-47.47,0.5255,,,,,0.05
479,1,1,1,0.436,-72.9,0.7055,,,,,0.05
480,0,1,0,0.155,-44.46,0.4714,,,,,0.05
481,0,0,1,0.0,-26.36,0.4231,,,,,0.05
482,0,1,0,1.187,-79.33,0.8275,,,,,0.05
483,1,0,1,0.0,-12.87,0.2748,,,,,0.05
484,1,0,0,0.0,-52.67,0.4964,,,,,0.05
485,0,0,0,0.0,-14.08,0.2458,,,,,0.05
486,0,1,0,0.705,-88.99,0.7984,,,,,0.05
487,0,1,1,0.391,-59.89,0.5348,,,,,0.05
488,0,0,0,0.0,-31.76,0.3963,,,,,0.05
489,1,1,1,1.136,-83.39,0.7066,,,,,0.05
490,1,0,1,0.0,-38.91,0.4186,,,,,0.05
491,0,0,0,0.0,-21.33,0.3359,,,,,0.05
492,1,1,1,0.108,-44.13,0.4444,,,,,0.05
493,0,0,1,0.0,-35.8,0.4521,,,,,0.05
494,0,1,0,0.974,-52.41,0.7844,,,,,0.05
495,1,0,1,0.0,-47.93,0.4662,,,,,0.05
496,0,1,0,0.589,-78.22,0.6318,,,,,0.05
497,1,0,0,0.0,-22.82,0.3197,,,,,0.05
498,0,1,1,0.444,-71.56,0.6114,,,,,0.05
499,0,1,0,1.262,-112.7,0.9047,,,,,0.05
500,0,0,0,0.0,-17.7,0.3618,0.5093,0.372,0.4673,0.6886,0.05
501,1,1,1,0.878,-104.9,0.7813,,,,,0.05
502,1,0,0,0.0,-38.67,0.454,,,,,0.05
503,0,1,0,0.567,-54.37,0.578,,,,,0.05
504,0,0,0,0.0,-14.44,0.2532,,,,,0.05
505,0,1,1,1.018,-110.96,0.8728,,,,,0.05
506,0,1,0,0.892,-71.86,0.6308,,,,,0.05
507,0,0,1,0.0,-15.79,0.2932,,,,,0.05
508,0,1,1,0.189,-34.54,0.4935,,,,,0.05
509,0,0,0,0.0,-23.59,0.3043,,,,,0.05
510,1,1,0,0.479,-73.54,0.7439,,,,,0.05
511,0,1,1,1.046,-167.1,0.9922,,,,,0.05
512,0,0,1,0.0,-26.69,0.3544,,,,,0.05
513,0,0,0,0.0,-7.5,0.1758,,,,,0.05
514,0,0,1,0.0,-11.88,0.2392,,,,,0.05
515,0,0,1,0.0,-13.75,0.2861,,,,,0.05
516,1,0,1,0.0,-26.18,0.3158,,,,,0.05
517,1,1,1,0.492,-43.49,0.5521,,,,,0.05
518,0,1,1,0.836,-65.11,0.7697,,,,,0.05
519,1,0,1,0.0,-30.29,0.3716,,,,,0.05
520,0,0,1,0.0,-23.97,0.3437,,,,,0.05
521,0,1,0,0.273,-52.01,0.5038,,,,,0.05
522,1,1,1,0.449,-112.33,0.8306,,,,,0.05
523,1,1,1,0.044,-24.7,0.375,,,,,0.05
524,1,0,0,0.0,-17.24,0.2921,,,,,0.05
525,0,0,0,0.0,-16.32,0.2785,,,,,0.05
526,0,1,0,0.266,-51.33,0.5608,,,,,0.05
527,1,1,1,1.039,-95.02,0.896,,,,,0.05
528,1,0,0,0.0,-29.39,0.3531,,,,,0.05
529,0,0,1,0.0,-54.44,0.6266,,,,,0.05
530,1,0,1,0.0,-57.99,0.555,,,,,0.05
531,1,0,0,0.0,-36.0,0.4471,,,,,0.05
532,1,1,1,1.084,-63.28,0.7788,,,,,0.05
533,1,1,1,0.58,-85.37,0.6364,,,,,0.05
534,0,1,0,0.0,-15.2,0.2665,,,,,0.05
535,0,1,0,0.412,-107.41,0.9437,,,,,0.05
536,1,0,1,0.0,-23.6,0.3293,,,,,0.05
537,0,1,1,0.563,-91.22,0.7534,,,,,0.05
538,1,0,1,0.0,-24.76,0.3346,,,,,0.05
539,0,0,1,0.0,-28.26,0.3774,,,,,0.05
540,0,1,1,0.658,-77.63,0.702,,,,,0.05
541,1,1,1,0.002,-39.41,0.4783,,,,,0.05
542,0,0,0,0.0,-15.66,0.3226,,,,,0.05
543,0,1,0,0.964,-66.69,0.6568,,,,,0.05
544,1,1,1,0.923,-91.63,0.7556,,,,,0.05
545,0,0,0,0.0,-25.71,0.3891,,,,,0.05
546,1,0,1,0.0,-56.47,0.5468,,,,,0.05
547,0,0,1,0.0,-26.17,0.3815,,,,,0.05
548,1,1,1,0.348,-61.21,0.5871,,,,,0.05
549,1,1,1,0.154,-90.36,0.6903,,,,,0.05
550,1,1,0,1.222,-62.36,0.788,0.5096,0.3629,0.4712,0.6947,0.05
551,1,1,1,0.376,-74.71,0.6565,,,,,0.05
552,0,0,1,0.0,-29.62,0.3706,,,,,0.05
553,1,1,0,0.78,-180.85,1.0578,,,,,0.05
554,0,0,1,0.0,-17.69,0.3268,,,,,0.05
555,0,1,0,0.935,-107.36,1.0367,,,,,0.05
556,1,1,1,0.44,-58.17,0.584,,,,,0.05
557,1,1,0,1.09,-117.92,0.8286,,,,,0.05
558,1,0,1,0.0,-38.43,0.4765,,,,,0.05
559,0,1,1,0.979,-102.66,0.7634,,,,,0.05
560,1,0,0,0.0,-75.52,0.5835,,,,,0.05
561,0,0,0,0.0,-49.7,0.531,,,,,0.05
562,0,0,0,0.0,-54.2,0.4513,,,,,0.05
563,1,0,0,0.0,-31.26,0.397,,,,,0.05
564,0,1,1,0.253,-28.5,0.401,,,,,0.05
565,1,0,0,0.0,-29.48,0.4112,,,,,0.05
566,1,0,1,0.0,-49.15,0.4676,,,,,0.05
567,0,0,0,0.0,-27.32,0.4041,,,,,0.05
568,0,0,1,0.0,-20.65,0.2896,,,,,0.05
569,1,1,1,0.337,-100.46,0.7505,,,,,0.05
570,0,0,0,0.0,-53.07,0.5518,,,,,0.05
571,1,0,1,0.0,-22.1,0.2997,,,,,0.05
572,0,1,1,0.32,-81.54,0.6854,,,,,0.05
573,1,0,1,0.0,-41.16,0.4888,,,,,0.05
574,1,1,1,0.807,-134.2,0.8789,,,,,0.05
575,0,0,0,0.0,-23.52,0.3724,,,,,0.05
576,0,0,1,0.0,-18.29,0.3062,,,,,0.05
577,0,0,1,0.0,-57.83,0.5343,,,,,0.05
578,1,1,1,0.563,-105.75,0.7281,,,,,0.05
579,0,0,0,0.0,-22.99,0.325,,,,,0.05
580,0,0,1,0.0,-22.51,0.3131,,,,,0.05
581,1,1,1,0.354,-36.78,0.535,,,,,0.05
582,0,1,0,0.01,-13.62,0.2948,,,,,0.05
583,0,0,1,0.0,-38.44,0.4423,,,,,0.05
584,1,0,0,0.0,-27.72,0.3926,,,,,0.05
585,0,1,1,0.318,-41.44,0.4526,,,,,0.05
586,1,0,0,0.0,-27.25,0.3409,,,,,0.05
587,1,1,0,0.101,-46.5,0.5583,,,,,0.05
588,0,0,0,0.0,-49.9,0.5098,,,,,0.05
589,1,0,0,0.0,-21.64,0.3567,,,,,0.05
590,1,1,1,0.005,-41.67,0.3936,,,,,0.05
591,0,0,0,0.0,-27.17,0.338,,,,,0.05
592,0,0,1,0.0,-20.42,0.2861,,,,,0.05
593,0,0,0,0.0,-28.6,0.4153,,,,,0.05
594,0,0,1,0.0,-16.97,0.3851,,,,,0.05
595,0,1,0,0.745,-70.71,0.6989,,,,,0.05
596,0,0,0,0.0,-31.01,0.4016,,,,,0.05
597,0,0,1,0.0,-49.02,0.5248,,,,,0.05
598,1,1,0,0.704,-71.46,0.5839,,,,,0.05
599,1,0,1,0.0,-62.9,0.5076,,,,,0.05
600,0,1,0,0.997,-63.11,0.5618,0.5204,0.3734,0.4764,0.7115,0.05
601,1,1,1,1.067,-131.7,0.8865,,,,,0.05
602,1,0,1,0.0,-49.07,0.532,,,,,0.05
603,0,0,1,0.0,-17.7,0.2761,,,,,0.05
604,1,0,0,0.0,-34.69,0.3718,,,,,0.05
605,1,1,0,0.459,-111.4,0.8454,,,,,0.05
606,0,1,0,0.408,-108.4,0.8517,,,,,0.05
607,1,0,0,0.0,-22.47,0.3329,,,,,0.05
608,0,1,0,0.159,-14.9,0.2877,,,,,0.05
609,0,0,1,0.0,-28.32,0.3467,,,,,0.05
610,0,1,1,0.406,-50.6,0.5812,,,,,0.05
611,1,1,1,0.748,-124.88,1.0704,,,,,0.05
612,1,0,1,0.0,-73.66,0.5729,,,,,0.05
613,0,0,0,0.0,-24.87,0.3701,,,,,0.05
614,0,0,0,0.0,-22.99,0.3485,,,,,0.05
615,0,1,0,1.228,-101.86,0.8241,,,,,0.05
616,1,0,1,0.0,-49.79,0.4452,,,,,0.05
617,0,1,0,0.202,-27.84,0.4029,,,,,0.05
618,0,1,1,0.478,-60.66,0.555,,,,,0.05
619,0,0,1,0.0,-34.08,0.4187,,,,,0.05
620,1,0,1,0.0,-19.76,0.3486,,,,,0.05
621,0,0,1,0.0,-37.89,0.4397,,,,,0.05
622,0,1,1,0.881,-85.4,0.8059,,,,,0.05
623,1,0,0,0.0,-56.29,0.5242,,,,,0.05
624,1,1,0,0.062,-22.15,0.3456,,,,,0.05
625,1,1,0,1.233,-90.44,0.8141,,,,,0.05
626,1,1,0,0.276,-39.52,0.4236,,,,,0.05
627,0,1,0,0.396,-45.17,0.5323,,,,,0.05
628,0,0,1,0.0,-36.01,0.4201,,,,,0.05
629,1,0,0,0.0,-15.44,0.312,,,,,0.05
630,1,0,1,0.0,-14.75,0.2795,,,,,0.05
631,0,0,1,0.0,-17.15,0.3531,,,,,0.05
632,1,0,1,0.0,-44.29,0.4801,,,,,0.05
633,1,0,1,0.0,-21.61,0.3771,,,,,0.05
634,0,0,1,0.0,-20.12,0.2894,,,,,0.05
635,0,1,1,0.766,-135.61,0.8723,,,,,0.05
636,1,0,0,0.0,-29.8,0.3602,,,,,0.05
637,0,1,0,0.334,-50.94,0.551,,,,,0.05
638,0,0,1,0.0,-40.9,0.4278,,,,,0.05
639,0,0,1,0.0,-18.66,0.328,,,,,0.05
640,1,1,1,0.545,-69.7,0.5981,,,,,0.05
641,0,1,1,1.268,-89.96,0.802,,,,,0.05
642,0,1,0,0.658,-104.48,0.8613,,,,,0.05
643,1,1,1,0.741,-75.5,0.71,,,,,0.05
644,1,1,1,0.43,-91.95,0.7724,,,,,0.05
645,1,1,0,0.147,-20.34,0.2688,,,,,0.05
646,1,1,1,1.046,-118.61,0.9527,,,,,0.05
647,1,1,1,0.511,-110.09,0.7849,,,,,0.05
648,0,1,0,0.529,-76.46,0.7115,,,,,0.05
649,1,1,0,0.14,-22.03,0.3178,,,,,0.05
650,0,1,1,0.804,-80.54,0.7053,0.5013,0.3642,0.4548,0.6847,0.05
651,0,0,1,0.0,-36.84,0.4511,,,,,0.05
652,1,1,1,1.265,-145.15,0.9808,,,,,0.05
653,0,0,1,0.0,-35.52,0.4625,,,,,0.05
654,0,1,1,0.88,-117.17,0.8003,,,,,0.05
655,1,1,1,0.522,-62.88,0.613,,,,,0.05
656,1,0,0,0.0,-25.93,0.3758,,,,,0.05
657,0,1,1,0.189,-53.8,0.6184,,,,,0.05
658,0,0,1,0.0,-18.53,0.3454,,,,,0.05
659,0,0,0,0.0,-37.17,0.4742,,,,,0.05
660,1,1,1,0.131,-21.83,0.3567,,,,,0.05
661,1,1,1,0.928,-71.79,0.6575,,,,,0.05
662,1,0,1,0.0,-14.59,0.2696,,,,,0.05
663,1,1,1,0.098,-14.82,0.3074,,,,,0.05
664,0,0,1,0.0,-32.72,0.3796,,,,,0.05
665,0,0,0,0.0,-16.21,0.3075,,,,,0.05
666,0,0,1,0.0,-31.94,0.3707,,,,,0.05
667,1,0,1,0.0,-65.39,0.5421,,,,,0.05
668,0,1,1,0.217,-17.85,0.3112,,,,,0.05
669,0,0,1,0.0,-16.41,0.3194,,,,,0.05
670,1,1,1,1.078,-90.93,0.726,,,,,0.05
671,0,1,0,0.814,-94.06,0.8117,,,,,0.05
672,1,1,1,0.725,-53.01,0.6815,,,,,0.05
673,1,1,1,1.209,-72.47,0.6488,,,,,0.05
674,1,1,0,0.882,-73.81,0.882,,,,,0.05
675,0,0,1,0.0,-37.91,0.4523,,,,,0.05
676,1,1,1,0.561,-151.17,1.0495,,,,,0.05
677,1,1,0,0.616,-54.95,0.4897,,,,,0.05
678,0,0,1,0.0,-34.33,0.3882,,,,,0.05
679,1,0,0,0.0,-23.01,0.3816,,,,,0.05
680,1,1,0,0.772,-129.46,0.7941,,,,,0.05
681,0,0,1,0.0,-31.51,0.3986,,,,,0.05
682,0,1,0,1.026,-132.2,0.8699,,,,,0.05
683,0,0,0,0.0,-21.67,0.3173,,,,,0.05
684,0,0,1,0.0,-35.63,0.4253,,,,,0.05
685,1,0,0,0.0,-23.1,0.3476,,,,,0.05
686,0,0,1,0.0,-18.62,0.3143,,,,,0.05
687,1,0,0,0.0,-35.57,0.4537,,,,,0.05
688,0,0,1,0.0,-19.38,0.3048,,,,,0.05
689,0,0,1,0.0,-13.03,0.2985,,,,,0.05
690,0,1,0,0.2,-50.1,0.4741,,,,,0.05
691,1,0,1,0.0,-28.19,0.3548,,,,,0.05
692,1,1,0,1.258,-68.78,0.7296,,,,,0.05
693,0,0,0,0.0,-29.13,0.367,,,,,0.05
694,0,1,1,1.121,-72.83,0.7834,,,,,0.05
695,0,0,0,0.0,-40.54,0.441,,,,,0.05
696,1,1,1,0.047,-31.5,0.4169,,,,,0.05
697,0,1,0,1.237,-128.72,0.9579,,,,,0.05
698,0,1,1,1.062,-179.48,1.1802,,,,,0.05
699,0,0,1,0.0,-34.82,0.4008,,,,,0.05
700,1,1,1,0.935,-81.51,0.8192,0.5268,0.3831,0.4852,0.7122,0.05
701,0,1,1,0.348,-59.92,0.585,,,,,0.05
702,0,1,1,1.049,-60.51,0.5915,,,,,0.05
703,0,0,0,0.0,-20.11,0.2734,,,,,0.05
704,1,0,0,0.0,-21.74,0.3125,,,,,0.05
705,0,1,1,0.135,-32.25,0.4342,,,,,0.05
706,0,1,0,0.746,-78.52,0.8085,,,,,0.05
707,0,1,0,0.541,-70.29,0.6759,,,,,0.05
708,0,0,1,0.0,-103.55,0.6533,,,,,0.05
709,1,0,0,0.0,-39.28,0.478,,,,,0.05
710,1,1,1,0.285,-122.71,0.8991,,,,,0.05
711,0,1,1,0.421,-59.27,0.5549,,,,,0.05
712,0,1,1,1.085,-71.5,0.6996,,,,,0.05
713,1,0,0,0.0,-18.42,0.2918,,,,,0.05
714,1,0,1,0.0,-24.49,0.3909,,,,,0.05
715,1,1,1,0.274,-75.0,0.8042,,,,,0.05
716,1,0,1,0.0,-43.52,0.4451,,,,,0.05
717,1,1,0,0.683,-113.03,0.8235,,,,,0.05
718,1,0,0,0.0,-12.5,0.2955,,,,,0.05
719,0,0,0,0.0,-23.44,0.3794,,,,,0.05
720,0,0,0,0.0,-18.35,0.3067,,,,,0.05
721,1,0,0,0.0,-15.17,0.2609,,,,,0.05
722,0,0,0,0.0,-17.64,0.24,,,,,0.05
723,0,1,1,0.291,-40.31,0.4716,,,,,0.05
724,0,0,0,0.0,-16.18,0.304,,,,,0.05
725,0,0,0,0.0,-10.9,0.2258,,,,,0.05
726,1,1,1,0.109,-26.03,0.4254,,,,,0.05
727,0,1,1,1.252,-102.14,0.838,,,,,0.05
728,1,0,1,0.0,-30.74,0.409,,,,,0.05
729,1,0,1,0.0,-26.09,0.3646,,,,,0.05
730,0,1,1,0.448,-59.03,0.6071,,,,,0.05
731,1,1,0,0.941,-123.02,0.9308,,,,,0.05
732,1,1,1,0.401,-72.98,0.6826,,,,,0.05
733,1,0,0,0.0,-24.7,0.2967,,,,,0.05
734,0,1,1,1.103,-77.28,0.8694,,,,,0.05
735,1,0,1,0.0,-29.31,0.4034,,,,,0.05
736,0,0,1,0.0,-22.14,0.3243,,,,,0.05
737,1,0,1,0.0,-22.2,0.3321,,,,,0.05
738,0,0,0,0.0,-35.86,0.3812,,,,,0.05
739,1,1,0,0.667,-122.82,0.9217,,,,,0.05
740,0,1,1,0.866,-70.92,0.6865,,,,,0.05
741,0,0,1,0.0,-15.94,0.2902,,,,,0.05
742,1,1,0,1.184,-97.15,0.7712,,,,,0.05
743,0,1,0,0.349,-46.33,0.541,,,,,0.05
744,0,1,0,1.187,-131.38,0.9473,,,,,0.05
745,0,1,1,0.713,-72.4,0.7121,,,,,0.05
746,1,1,0,0.192,-24.8,0.314,,,,,0.05
747,1,1,0,0.334,-38.66,0.4446,,,,,0.05
748,0,1,1,0.382,-57.07,0.5683,,,,,0.05
749,1,1,1,1.126,-71.89,0.7036,,,,,0.05
750,1,0,1,0.0,-20.38,0.3632,0.5007,0.3671,0.4436,0.6914,0.05
751,1,1,0,0.976,-81.16,0.6889,,,,,0.05
752,0,1,0,0.969,-98.93,0.809,,,,,0.05
753,1,1,1,1.117,-173.5,0.9611,,,,,0.05
754,1,0,1,0.0,-77.34,0.6321,,,,,0.05
755,1,0,1,0.0,-23.35,0.3359,,,,,0.05
756,0,0,0,0.0,-16.53,0.2724,,,,,0.05
757,1,1,0,0.414,-78.52,0.741,,,,,0.05
758,1,1,0,0.103,-48.62,0.5288,,,,,0.05
759,1,1,0,0.503,-65.51,0.6465,,,,,0.05
760,0,0,0,0.0,-57.31,0.5714,,,,,0.05
761,0,1,0,0.963,-158.77,1.0011,,,,,0.05
762,1,1,1,0.298,-41.55,0.4801,,,,,0.05
763,0,0,1,0.0,-14.74,0.2944,,,,,0.05
764,0,1,0,0.036,-21.19,0.307,,,,,0.05
765,0,1,0,0.534,-56.29,0.6464,,,,,0.05
766,0,1,0,0.791,-136.02,0.9536,,,,,0.05
767,0,0,0,0.0,-16.44,0.3049,,,,,0.05
768,1,1,1,0.422,-39.29,0.4923,,,,,0.05
769,0,1,1,1.257,-87.61,0.6187,,,,,0.05
770,0,0,1,0.0,-29.37,0.4127,,,,,0.05
771,0,0,0,0.0,-16.96,0.301,,,,,0.05
772,0,0,1,0.0,-19.36,0.3033,,,,,0.05
773,1,1,1,1.036,-141.5,1.0073,,,,,0.05
774,1,1,1,0.614,-58.74,0.6787,,,,,0.05
775,1,0,0,0.0,-23.46,0.3777,,,,,0.05
776,0,0,1,0.0,-31.9,0.3775,,,,,0.05
777,1,1,1,0.664,-93.82,0.8031,,,,,0.05
778,1,1,0,0.343,-95.55,0.7215,,,,,0.05
779,0,0,1,0.0,-30.6,0.4202,,,,,0.05
780,0,0,1,0.0,-47.94,0.5212,,,,,0.05
781,0,1,1,0.544,-52.37,0.5334,,,,,0.05
782,1,0,1,0.0,-18.82,0.3509,,,,,0.05
783,1,0,0,0.0,-74.57,0.6746,,,,,0.05
784,0,1,1,1.043,-86.3,0.6958,,,,,0.05
785,1,1,0,0.972,-105.13,0.9861,,,,,0.05
786,0,1,1,0.193,-29.44,0.3958,,,,,0.05
787,0,0,0,0.0,-26.0,0.3547,,,,,0.05
788,0,1,1,0.703,-77.86,0.892,,,,,0.05
789,0,1,0,0.873,-95.61,0.7365,,,,,0.05
790,1,0,1,0.0,-34.55,0.4084,,,,,0.05
791,0,0,0,0.0,-12.06,0.2585,,,,,0.05
792,1,1,1,1.155,-150.29,1.0613,,,,,0.05
793,0,0,0,0.0,-20.7,0.3242,,,,,0.05
794,0,1,0,0.401,-53.91,0.4945,,,,,0.05
795,1,0,0,0.0,-42.47,0.4724,,,,,0.05
796,1,0,0,0.0,-24.56,0.4017,,,,,0.05
797,1,1,1,0.719,-71.31,0.7286,,,,,0.05
798,0,0,1,0.0,-20.53,0.2912,,,,,0.05
799,1,1,0,0.446,-103.86,0.7324,,,,,0.05
800,0,0,0,0.0,-15.17,0.2705,0.4763,0.3429,0.4255,0.6604,0.05
