episode,S,W,B,eta,train_return,train_cv,eval_score,eval_A,eval_B_obs,eval_B_0.6,epsilon
454,1,0,1,0.0,-19.06,0.5486,,,,,0.05
455,0,0,0,0.0,-11.2,0.4222,,,,,0.05
456,0,1,0,0.528,-23.75,0.607,,,,,0.05
457,1,0,1,0.0,-28.4,0.6144,,,,,0.05
458,1,0,1,0.0,-13.81,0.3774,,,,,0.05
459,1,1,1,0.035,-11.71,0.4203,,,,,0.05
460,0,0,1,0.0,-13.31,0.3974,,,,,0.05
461,1,1,0,0.614,-22.95,0.6951,,,,,0.05
462,0,0,0,0.0,-13.74,0.471,,,,,0.05
463,1,1,0,0.712,-42.46,0.8412,,,,,0.05
464,1,0,0,0.0,-16.96,0.5155,,,,,0.05
465,1,0,1,0.0,-12.57,0.4515,,,,,0.05
466,1,1,1,1.206,-55.83,0.8764,,,,,0.05
467,0,0,0,0.0,-11.87,0.4238,,,,,0.05
468,0,0,1,0.0,-18.4,0.5069,,,,,0.05
469,0,1,1,0.876,-36.0,0.6798,,,,,0.05
470,0,0,0,0.0,-19.76,0.5471,,,,,0.05
471,0,0,0,0.0,-13.74,0.4844,,,,,0.05
472,0,0,1,0.0,-26.05,0.575,,,,,0.05
473,1,1,0,0.661,-31.89,0.7958,,,,,0.05
474,0,0,0,0.0,-11.74,0.3996,,,,,0.05
475,1,1,0,0.65,-61.82,0.9517,,,,,0.05
476,1,0,1,0.0,-11.14,0.3803,,,,,0.05
477,1,0,0,0.0,-22.94,0.5753,,,,,0.05
478,0,1,1,0.31,-18.32,0.5606,,,,,0.05
479,1,1,1,0.436,-30.11,0.6945,,,,,0.05
480,0,1,0,0.155,-19.0,0.5449,,,,,0.05
481,0,0,1,0.0,-14.87,0.5282,,,,,0.05
482,0,1,0,1.187,-36.58,0.881,,,,,0.05
483,1,0,1,0.0,-8.54,0.3184,,,,,0.05
484,1,0,0,0.0,-17.88,0.5203,,,,,0.05
485,0,0,0,0.0,-5.02,0.2482,,,,,0.05
486,0,1,0,0.705,-46.4,0.8456,,,,,0.05
487,0,1,1,0.391,-17.7,0.5354,,,,,0.05
488,0,0,0,0.0,-14.2,0.49,,,,,0.05
489,1,1,1,1.136,-32.33,0.7078,,,,,0.05
490,1,0,1,0.0,-15.8,0.481,,,,,0.05
491,0,0,0,0.0,-12.7,0.4319,,,,,0.05
492,1,1,1,0.108,-18.63,0.5322,,,,,0.05
493,0,0,1,0.0,-20.46,0.5676,,,,,0.05
494,0,1,0,0.974,-28.12,0.8196,,,,,0.05
495,1,0,1,0.0,-17.27,0.4692,,,,,0.05
496,0,1,0,0.589,-26.36,0.6268,,,,,0.05
497,1,0,0,0.0,-12.77,0.426,,,,,0.05
498,0,1,1,0.444,-30.33,0.7229,,,,,0.05
499,0,1,0,1.262,-57.34,0.9584,,,,,0.05
500,0,0,0,0.0,-10.48,0.4272,0.6066,0.4853,0.5549,0.7797,0.05
501,1,1,1,0.878,-38.81,0.8083,,,,,0.05
502,1,0,0,0.0,-16.7,0.5151,,,,,0.05
503,0,1,0,0.567,-20.66,0.6036,,,,,0.05
504,0,0,0,0.0,-5.18,0.2583,,,,,0.05
505,0,1,1,1.018,-43.02,0.8356,,,,,0.05
506,0,1,0,0.892,-27.37,0.658,,,,,0.05
507,0,0,1,0.0,-11.68,0.4264,,,,,0.05
508,0,1,1,0.189,-19.6,0.548,,,,,0.05
509,0,0,0,0.0,-11.9,0.4019,,,,,0.05
510,1,1,0,0.479,-33.06,0.8256,,,,,0.05
511,0,1,1,1.046,-67.55,0.9882,,,,,0.05
512,0,0,1,0.0,-9.3,0.3575,,,,,0.05
513,0,0,0,0.0,-5.32,0.254,,,,,0.05
514,0,0,1,0.0,-9.84,0.3807,,,,,0.05
515,0,0,1,0.0,-8.44,0.3428,,,,,0.05
516,1,0,1,0.0,-19.35,0.479,,,,,0.05
517,1,1,1,0.492,-23.48,0.6856,,,,,0.05
518,0,1,1,0.836,-25.13,0.7267,,,,,0.05
519,1,0,1,0.0,-17.44,0.4911,,,,,0.05
520,0,0,1,0.0,-12.71,0.4429,,,,,0.05
521,0,1,0,0.273,-23.4,0.6205,,,,,0.05
522,1,1,1,0.449,-42.57,0.8414,,,,,0.05
523,1,1,1,0.044,-10.27,0.3653,,,,,0.05
524,1,0,0,0.0,-10.26,0.3854,,,,,0.05
525,0,0,0,0.0,-11.14,0.4288,,,,,0.05
526,0,1,0,0.266,-25.39,0.6528,,,,,0.05
527,1,1,1,1.039,-42.54,0.8775,,,,,0.05
528,1,0,0,0.0,-17.2,0.4776,,,,,0.05
529,0,0,1,0.0,-28.0,0.6521,,,,,0.05
530,1,0,1,0.0,-24.07,0.5689,,,,,0.05
531,1,0,0,0.0,-15.65,0.4845,,,,,0.05
532,1,1,1,1.084,-29.49,0.8201,,,,,0.05
533,1,1,1,0.58,-55.06,0.6999,,,,,0.05
534,0,1,0,0.0,-9.16,0.3882,,,,,0.05
535,0,1,0,0.412,-44.16,0.9474,,,,,0.05
536,1,0,1,0.0,-12.51,0.4253,,,,,0.05
537,0,1,1,0.563,-39.09,0.8151,,,,,0.05
538,1,0,1,0.0,-11.76,0.4126,,,,,0.05
539,0,0,1,0.0,-12.57,0.4201,,,,,0.05
540,0,1,1,0.658,-32.95,0.7503,,,,,0.05
541,1,1,1,0.002,-28.77,0.651,,,,,0.05
542,0,0,0,0.0,-9.99,0.3697,,,,,0.05
543,0,1,0,0.964,-32.82,0.7727,,,,,0.05
544,1,1,1,0.923,-36.23,0.6918,,,,,0.05
545,0,0,0,0.0,-12.91,0.4519,,,,,0.05
546,1,0,1,0.0,-17.88,0.5335,,,,,0.05
547,0,0,1,0.0,-13.67,0.4772,,,,,0.05
548,1,1,1,0.348,-26.29,0.679,,,,,0.05
549,1,1,1,0.154,-50.33,0.8273,,,,,0.05
550,1,1,0,1.222,-29.21,0.7661,0.6135,0.522,0.5529,0.7655,0.05
551,1,1,1,0.376,-34.7,0.7444,,,,,0.05
552,0,0,1,0.0,-15.87,0.4531,,,,,0.05
553,1,1,0,0.78,-87.59,1.0693,,,,,0.05
554,0,0,1,0.0,-12.09,0.4293,,,,,0.05
555,0,1,0,0.935,-43.71,1.0495,,,,,0.05
556,1,1,1,0.44,-25.45,0.605,,,,,0.05
557,1,1,0,1.09,-44.31,0.7988,,,,,0.05
558,1,0,1,0.0,-21.83,0.4856,,,,,0.05
559,0,1,1,0.979,-47.81,0.8044,,,,,0.05
560,1,0,0,0.0,-28.93,0.6317,,,,,0.05
561,0,0,0,0.0,-20.02,0.5925,,,,,0.05
562,0,0,0,0.0,-22.4,0.5622,,,,,0.05
563,1,0,0,0.0,-13.57,0.4935,,,,,0.05
564,0,1,1,0.253,-17.27,0.509,,,,,0.05
565,1,0,0,0.0,-16.66,0.5306,,,,,0.05
566,1,0,1,0.0,-27.37,0.6019,,,,,0.05
567,0,0,0,0.0,-14.64,0.4662,,,,,0.05
568,0,0,1,0.0,-10.38,0.3754,,,,,0.05
569,1,1,1,0.337,-38.94,0.7193,,,,,0.05
570,0,0,0,0.0,-21.18,0.6145,,,,,0.05
571,1,0,1,0.0,-15.94,0.4259,,,,,0.05
572,0,1,1,0.32,-25.65,0.6452,,,,,0.05
573,1,0,1,0.0,-12.69,0.465,,,,,0.05
574,1,1,1,0.807,-50.53,0.9118,,,,,0.05
575,0,0,0,0.0,-11.13,0.435,,,,,0.05
576,0,0,1,0.0,-13.16,0.4197,,,,,0.05
577,0,0,1,0.0,-24.92,0.6073,,,,,0.05
578,1,1,1,0.563,-49.26,0.7971,,,,,0.05
579,0,0,0,0.0,-15.51,0.4823,,,,,0.05
580,0,0,1,0.0,-18.33,0.5131,,,,,0.05
581,1,1,1,0.354,-18.04,0.5772,,,,,0.05
582,0,1,0,0.01,-8.71,0.3617,,,,,0.05
583,0,0,1,0.0,-16.36,0.4912,,,,,0.05
584,1,0,0,0.0,-17.22,0.5405,,,,,0.05
585,0,1,1,0.318,-17.5,0.4573,,,,,0.05
586,1,0,0,0.0,-13.94,0.4337,,,,,0.05
587,1,1,0,0.101,-24.46,0.5942,,,,,0.05
588,0,0,0,0.0,-17.23,0.5168,,,,,0.05
589,1,0,0,0.0,-12.61,0.4266,,,,,0.05
590,1,1,1,0.005,-19.71,0.5199,,,,,0.05
591,0,0,0,0.0,-13.53,0.4467,,,,,0.05
592,0,0,1,0.0,-8.82,0.3379,,,,,0.05
593,0,0,0,0.0,-13.84,0.4739,,,,,0.05
594,0,0,1,0.0,-13.25,0.4684,,,,,0.05
595,0,1,0,0.745,-30.4,0.7313,,,,,0.05
596,0,0,0,0.0,-14.12,0.4843,,,,,0.05
597,0,0,1,0.0,-22.17,0.6064,,,,,0.05
598,1,1,0,0.704,-39.4,0.6916,,,,,0.05
599,1,0,1,0.0,-32.01,0.6311,,,,,0.05
600,0,1,0,0.997,-28.44,0.6416,0.656,0.5457,0.6119,0.8103,0.05
601,1,1,1,1.067,-52.48,0.9129,,,,,0.05
602,1,0,1,0.0,-22.6,0.5951,,,,,0.05
603,0,0,1,0.0,-5.85,0.2897,,,,,0.05
604,1,0,0,0.0,-13.98,0.4519,,,,,0.05
605,1,1,0,0.459,-39.82,0.7978,,,,,0.05
606,0,1,0,0.408,-46.84,0.8971,,,,,0.05
607,1,0,0,0.0,-12.18,0.4445,,,,,0.05
608,0,1,0,0.159,-8.82,0.3508,,,,,0.05
609,0,0,1,0.0,-17.2,0.515,,,,,0.05
610,0,1,1,0.406,-35.03,0.7755,,,,,0.05
611,1,1,1,0.748,-49.25,1.0259,,,,,0.05
612,1,0,1,0.0,-33.48,0.6603,,,,,0.05
613,0,0,0,0.0,-9.31,0.3581,,,,,0.05
614,0,0,0,0.0,-12.9,0.4289,,,,,0.05
615,0,1,0,1.228,-38.23,0.8388,,,,,0.05
616,1,0,1,0.0,-26.66,0.5722,,,,,0.05
617,0,1,0,0.202,-16.7,0.5297,,,,,0.05
618,0,1,1,0.478,-22.09,0.5425,,,,,0.05
619,0,0,1,0.0,-12.44,0.4276,,,,,0.05
620,1,0,1,0.0,-14.12,0.4583,,,,,0.05
621,0,0,1,0.0,-16.95,0.5096,,,,,0.05
622,0,1,1,0.881,-39.57,0.8826,,,,,0.05
623,1,0,0,0.0,-32.81,0.6775,,,,,0.05
624,1,1,0,0.062,-11.69,0.4206,,,,,0.05
625,1,1,0,1.233,-43.73,0.881,,,,,0.05
626,1,1,0,0.276,-20.1,0.5307,,,,,0.05
627,0,1,0,0.396,-21.16,0.5893,,,,,0.05
628,0,0,1,0.0,-15.04,0.4572,,,,,0.05
629,1,0,0,0.0,-7.57,0.3593,,,,,0.05
630,1,0,1,0.0,-9.78,0.3792,,,,,0.05
631,0,0,1,0.0,-12.9,0.4819,,,,,0.05
632,1,0,1,0.0,-27.35,0.6162,,,,,0.05
633,1,0,1,0.0,-13.7,0.4399,,,,,0.05
634,0,0,1,0.0,-8.62,0.3239,,,,,0.05
635,0,1,1,0.766,-53.51,0.9333,,,,,0.05
636,1,0,0,0.0,-13.17,0.4249,,,,,0.05
637,0,1,0,0.334,-21.21,0.5926,,,,,0.05
638,0,0,1,0.0,-13.63,0.4286,,,,,0.05
639,0,0,1,0.0,-10.3,0.381,,,,,0.05
640,1,1,1,0.545,-22.58,0.6244,,,,,0.05
641,0,1,1,1.268,-36.89,0.8143,,,,,0.05
642,0,1,0,0.658,-39.37,0.8807,,,,,0.05
643,1,1,1,0.741,-35.72,0.755,,,,,0.05
644,1,1,1,0.43,-34.57,0.8119,,,,,0.05
645,1,1,0,0.147,-14.86,0.4709,,,,,0.05
646,1,1,1,1.046,-55.39,1.0275,,,,,0.05
647,1,1,1,0.511,-47.17,0.7985,,,,,0.05
648,0,1,0,0.529,-36.6,0.8094,,,,,0.05
649,1,1,0,0.14,-8.59,0.3931,,,,,0.05
650,0,1,1,0.804,-22.9,0.673,0.5972,0.4871,0.5732,0.7313,0.05
651,0,0,1,0.0,-20.31,0.584,,,,,0.05
652,1,1,1,1.265,-57.15,0.9544,,,,,0.05
653,0,0,1,0.0,-19.31,0.5693,,,,,0.05
654,0,1,1,0.88,-47.37,0.8675,,,,,0.05
655,1,1,1,0.522,-24.74,0.629,,,,,0.05
656,1,0,0,0.0,-14.63,0.4664,,,,,0.05
657,0,1,1,0.189,-26.2,0.6837,,,,,0.05
658,0,0,1,0.0,-9.99,0.416,,,,,0.05
659,0,0,0,0.0,-19.98,0.5472,,,,,0.05
660,1,1,1,0.131,-11.83,0.438,,,,,0.05
661,1,1,1,0.928,-34.36,0.7091,,,,,0.05
662,1,0,1,0.0,-10.56,0.3583,,,,,0.05
663,1,1,1,0.098,-8.11,0.3688,,,,,0.05
664,0,0,1,0.0,-16.35,0.4966,,,,,0.05
665,0,0,0,0.0,-6.72,0.3223,,,,,0.05
666,0,0,1,0.0,-15.94,0.4647,,,,,0.05
667,1,0,1,0.0,-23.14,0.5843,,,,,0.05
668,0,1,1,0.217,-9.87,0.372,,,,,0.05
669,0,0,1,0.0,-8.35,0.4219,,,,,0.05
670,1,1,1,1.078,-37.83,0.7655,,,,,0.05
671,0,1,0,0.814,-43.12,0.9088,,,,,0.05
672,1,1,1,0.725,-25.45,0.6828,,,,,0.05
673,1,1,1,1.209,-28.16,0.6398,,,,,0.05
674,1,1,0,0.882,-40.72,0.9975,,,,,0.05
675,0,0,1,0.0,-18.56,0.4808,,,,,0.05
676,1,1,1,0.561,-49.79,0.998,,,,,0.05
677,1,1,0,0.616,-25.43,0.5346,,,,,0.05
678,0,0,1,0.0,-18.05,0.4676,,,,,0.05
679,1,0,0,0.0,-19.12,0.5383,,,,,0.05
680,1,1,0,0.772,-42.79,0.7936,,,,,0.05
681,0,0,1,0.0,-14.57,0.445,,,,,0.05
682,0,1,0,1.026,-55.28,0.8858,,,,,0.05
683,0,0,0,0.0,-9.27,0.3708,,,,,0.05
684,0,0,1,0.0,-24.94,0.5909,,,,,0.05
685,1,0,0,0.0,-13.03,0.506,,,,,0.05
686,0,0,1,0.0,-9.49,0.3775,,,,,0.05
687,1,0,0,0.0,-14.47,0.4321,,,,,0.05
688,0,0,1,0.0,-15.09,0.4466,,,,,0.05
689,0,0,1,0.0,-10.26,0.3706,,,,,0.05
690,0,1,0,0.2,-22.39,0.5839,,,,,0.05
691,1,0,1,0.0,-18.07,0.4699,,,,,0.05
692,1,1,0,1.258,-27.28,0.7307,,,,,0.05
693,0,0,0,0.0,-16.35,0.4329,,,,,0.05
694,0,1,1,1.121,-25.9,0.7874,,,,,0.05
695,0,0,0,0.0,-19.59,0.5292,,,,,0.05
696,1,1,1,0.047,-18.81,0.5196,,,,,0.05
697,0,1,0,1.237,-58.66,0.9741,,,,,0.05
698,0,1,1,1.062,-69.41,1.1699,,,,,0.05
699,0,0,1,0.0,-17.04,0.5044,,,,,0.05
700,1,1,1,0.935,-40.15,0.8949,0.557,0.4334,0.5157,0.7218,0.05
701,0,1,1,0.348,-22.23,0.5913,,,,,0.05
702,0,1,1,1.049,-28.1,0.7163,,,,,0.05
703,0,0,0,0.0,-19.29,0.5454,,,,,0.05
704,1,0,0,0.0,-10.35,0.3321,,,,,0.05
705,0,1,1,0.135,-14.17,0.4647,,,,,0.05
706,0,1,0,0.746,-38.46,0.8656,,,,,0.05
707,0,1,0,0.541,-33.39,0.7201,,,,,0.05
708,0,0,1,0.0,-35.65,0.735,,,,,0.05
709,1,0,0,0.0,-18.61,0.5246,,,,,0.05
710,1,1,1,0.285,-46.32,0.8355,,,,,0.05
711,0,1,1,0.421,-23.85,0.5813,,,,,0.05
712,0,1,1,1.085,-30.53,0.7331,,,,,0.05
713,1,0,0,0.0,-10.14,0.3858,,,,,0.05
714,1,0,1,0.0,-15.83,0.5434,,,,,0.05
715,1,1,1,0.274,-38.44,0.8116,,,,,0.05
716,1,0,1,0.0,-18.97,0.4831,,,,,0.05
717,1,1,0,0.683,-41.95,0.8781,,,,,0.05
718,1,0,0,0.0,-9.97,0.3989,,,,,0.05
719,0,0,0,0.0,-13.96,0.4367,,,,,0.05
720,0,0,0,0.0,-10.15,0.3861,,,,,0.05
721,1,0,0,0.0,-12.46,0.327,,,,,0.05
722,0,0,0,0.0,-7.12,0.2919,,,,,0.05
723,0,1,1,0.291,-21.16,0.5824,,,,,0.05
724,0,0,0,0.0,-10.37,0.3962,,,,,0.05
725,0,0,0,0.0,-8.29,0.3673,,,,,0.05
726,1,1,1,0.109,-11.19,0.4718,,,,,0.05
727,0,1,1,1.252,-39.01,0.8687,,,,,0.05
728,1,0,1,0.0,-16.67,0.4536,,,,,0.05
729,1,0,1,0.0,-15.09,0.4772,,,,,0.05
730,0,1,1,0.448,-25.99,0.6202,,,,,0.05
731,1,1,0,0.941,-54.99,0.9432,,,,,0.05
732,1,1,1,0.401,-28.23,0.7158,,,,,0.05
733,1,0,0,0.0,-15.23,0.4546,,,,,0.05
734,0,1,1,1.103,-32.85,0.8462,,,,,0.05
735,1,0,1,0.0,-15.8,0.49,,,,,0.05
736,0,0,1,0.0,-11.49,0.402,,,,,0.05
737,1,0,1,0.0,-17.06,0.4475,,,,,0.05
738,0,0,0,0.0,-13.82,0.3885,,,,,0.05
739,1,1,0,0.667,-51.08,0.9602,,,,,0.05
740,0,1,1,0.866,-31.84,0.7305,,,,,0.05
741,0,0,1,0.0,-9.8,0.3804,,,,,0.05
742,1,1,0,1.184,-35.82,0.7846,,,,,0.05
743,0,1,0,0.349,-21.85,0.6045,,,,,0.05
744,0,1,0,1.187,-56.43,1.0392,,,,,0.05
745,0,1,1,0.713,-33.12,0.7387,,,,,0.05
746,1,1,0,0.192,-20.08,0.5535,,,,,0.05
747,1,1,0,0.334,-24.06,0.6068,,,,,0.05
748,0,1,1,0.382,-24.85,0.6589,,,,,0.05
749,1,1,1,1.126,-29.58,0.7515,,,,,0.05
750,1,0,1,0.0,-13.12,0.4587,0.558,0.4341,0.5181,0.7218,0.05
751,1,1,0,0.976,-41.79,0.7954,,,,,0.05
752,0,1,0,0.969,-42.64,0.8522,,,,,0.05
753,1,1,1,1.117,-78.32,1.0389,,,,,0.05
754,1,0,1,0.0,-41.0,0.7271,,,,,0.05
755,1,0,1,0.0,-14.31,0.4279,,,,,0.05
756,0,0,0,0.0,-16.56,0.5187,,,,,0.05
757,1,1,0,0.414,-36.65,0.771,,,,,0.05
758,1,1,0,0.103,-23.02,0.5597,,,,,0.05
759,1,1,0,0.503,-25.72,0.6552,,,,,0.05
760,0,0,0,0.0,-34.66,0.7018,,,,,0.05
761,0,1,0,0.963,-61.06,1.001,,,,,0.05
762,1,1,1,0.298,-29.06,0.7372,,,,,0.05
763,0,0,1,0.0,-9.48,0.3651,,,,,0.05
764,0,1,0,0.036,-13.52,0.4268,,,,,0.05
765,0,1,0,0.534,-24.05,0.6864,,,,,0.05
766,0,1,0,0.791,-58.92,0.9868,,,,,0.05
767,0,0,0,0.0,-8.11,0.3272,,,,,0.05
768,1,1,1,0.422,-14.84,0.4998,,,,,0.05
769,0,1,1,1.257,-33.49,0.6776,,,,,0.05
770,0,0,1,0.0,-16.79,0.5148,,,,,0.05
771,0,0,0,0.0,-12.4,0.4239,,,,,0.05
772,0,0,1,0.0,-12.47,0.4163,,,,,0.05
773,1,1,1,1.036,-60.6,0.9993,,,,,0.05
774,1,1,1,0.614,-27.12,0.7395,,,,,0.05
775,1,0,0,0.0,-16.49,0.5182,,,,,0.05
776,0,0,1,0.0,-13.5,0.4043,,,,,0.05
777,1,1,1,0.664,-33.27,0.7894,,,,,0.05
778,1,1,0,0.343,-37.48,0.7883,,,,,0.05
779,0,0,1,0.0,-17.06,0.4725,,,,,0.05
780,0,0,1,0.0,-23.24,0.5976,,,,,0.05
781,0,1,1,0.544,-20.12,0.548,,,,,0.05
782,1,0,1,0.0,-9.74,0.3551,,,,,0.05
783,1,0,0,0.0,-34.97,0.7551,,,,,0.05
784,0,1,1,1.043,-34.18,0.7527,,,,,0.05
785,1,1,0,0.972,-50.73,1.0567,,,,,0.05
786,0,1,1,0.193,-11.63,0.419,,,,,0.05
787,0,0,0,0.0,-13.29,0.432,,,,,0.05
788,0,1,1,0.703,-37.35,0.9389,,,,,0.05
789,0,1,0,0.873,-39.9,0.7787,,,,,0.05
790,1,0,1,0.0,-18.09,0.4986,,,,,0.05
791,0,0,0,0.0,-5.54,0.3171,,,,,0.05
792,1,1,1,1.155,-72.01,1.1293,,,,,0.05
793,0,0,0,0.0,-12.77,0.4503,,,,,0.05
794,0,1,0,0.401,-24.22,0.5792,,,,,0.05
795,1,0,0,0.0,-22.35,0.6221,,,,,0.05
796,1,0,0,0.0,-14.78,0.4599,,,,,0.05
797,1,1,1,0.719,-29.15,0.7073,,,,,0.05
798,0,0,1,0.0,-5.82,0.2386,,,,,0.05
799,1,1,0,0.446,-45.6,0.7618,,,,,0.05
800,0,0,0,0.0,-7.81,0.3789,0.6768,0.5653,0.6163,0.8488,0.05
